external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,subject_active_base_count,subject_required_reuse_ceiling,exact_donor_index,donor_volume,donor_h5_file
BraTS20_Validation_008,8,42,flair,10200,8577,1,49,2,561,12,volume_12_slice_75.h5
BraTS20_Validation_008,8,41,flair,9804,8063,1,49,2,859,17,volume_17_slice_107.h5
BraTS20_Validation_008,8,40,flair,9450,7399,1,49,2,16970,351,volume_351_slice_46.h5
BraTS20_Validation_008,8,39,flair,9039,6252,1,49,2,15365,316,volume_316_slice_119.h5
BraTS20_Validation_008,8,38,flair,8570,4730,1,49,2,17544,363,volume_363_slice_51.h5
BraTS20_Validation_008,8,37,flair,8110,4051,1,49,2,1347,27,volume_27_slice_85.h5
BraTS20_Validation_008,8,36,flair,7728,3746,1,49,2,15939,327,volume_327_slice_123.h5
BraTS20_Validation_008,8,35,flair,7404,3539,1,49,2,6414,141,volume_141_slice_111.h5
BraTS20_Validation_008,8,34,flair,7092,3389,1,49,2,17543,363,volume_363_slice_50.h5
BraTS20_Validation_008,8,33,flair,6820,3250,1,49,2,15611,322,volume_322_slice_35.h5
BraTS20_Validation_008,8,32,flair,6596,3122,1,49,2,11097,234,volume_234_slice_42.h5
BraTS20_Validation_008,8,31,flair,6394,3073,1,49,2,4611,100,volume_100_slice_99.h5
BraTS20_Validation_008,8,30,flair,6148,2961,1,49,2,467,10,volume_10_slice_110.h5
BraTS20_Validation_008,8,29,flair,5848,2778,1,49,2,2128,42,volume_42_slice_87.h5
BraTS20_Validation_008,8,28,flair,5532,2656,1,49,2,1183,24,volume_24_slice_113.h5
BraTS20_Validation_008,8,27,flair,5279,2548,1,49,2,426,9,volume_9_slice_101.h5
BraTS20_Validation_008,8,26,flair,5099,2483,1,49,2,17375,358,volume_358_slice_98.h5
BraTS20_Validation_008,8,25,flair,4899,2377,1,49,2,16735,346,volume_346_slice_87.h5
BraTS20_Validation_008,8,24,flair,4719,2267,1,49,2,2961,61,volume_61_slice_62.h5
BraTS20_Validation_008,8,23,flair,4530,2142,1,49,2,2119,42,volume_42_slice_78.h5
BraTS20_Validation_008,8,22,flair,4398,2054,1,49,2,3887,78,volume_78_slice_75.h5
BraTS20_Validation_008,8,21,flair,4236,1925,1,49,2,2149,42,volume_42_slice_108.h5
BraTS20_Validation_008,8,20,flair,4057,1740,1,49,2,4280,90,volume_90_slice_71.h5
BraTS20_Validation_008,8,19,flair,3889,1555,1,49,2,2291,45,volume_45_slice_108.h5
BraTS20_Validation_008,8,18,flair,3697,1311,1,49,2,877,18,volume_18_slice_69.h5
BraTS20_Validation_008,8,17,flair,3492,1118,1,49,2,2294,45,volume_45_slice_111.h5
BraTS20_Validation_008,8,16,flair,3279,947,1,49,2,2955,61,volume_61_slice_56.h5
BraTS20_Validation_008,8,15,flair,3052,781,1,49,2,2158,42,volume_42_slice_117.h5
BraTS20_Validation_008,8,14,flair,2819,569,1,49,2,3057,63,volume_63_slice_82.h5
BraTS20_Validation_008,8,13,flair,2569,441,1,49,2,2157,42,volume_42_slice_116.h5
BraTS20_Validation_008,8,12,flair,2279,281,1,49,2,3048,63,volume_63_slice_73.h5
BraTS20_Validation_008,8,11,flair,2011,180,1,49,2,2110,42,volume_42_slice_69.h5
BraTS20_Validation_008,8,10,flair,1719,111,1,49,2,3687,74,volume_74_slice_116.h5
BraTS20_Validation_008,8,9,flair,1426,38,1,49,2,3690,74,volume_74_slice_119.h5
BraTS20_Validation_008,8,8,flair,1159,25,1,49,2,3982,82,volume_82_slice_67.h5
BraTS20_Validation_008,8,7,flair,947,18,1,49,2,7343,160,volume_160_slice_51.h5
BraTS20_Validation_008,8,55,flair,15201,17251,2,49,2,15343,316,volume_316_slice_97.h5
BraTS20_Validation_008,8,54,flair,14948,17073,2,49,2,14522,301,volume_301_slice_62.h5
BraTS20_Validation_008,8,53,flair,14687,16822,2,49,2,803,17,volume_17_slice_51.h5
BraTS20_Validation_008,8,52,flair,14309,16118,2,49,2,14497,299,volume_299_slice_100.h5
BraTS20_Validation_008,8,51,flair,13875,15238,2,49,2,819,17,volume_17_slice_67.h5
BraTS20_Validation_008,8,50,flair,13404,14462,2,49,2,638,14,volume_14_slice_60.h5
BraTS20_Validation_008,8,49,flair,12949,13941,2,49,2,16541,341,volume_341_slice_58.h5
BraTS20_Validation_008,8,48,flair,12480,13581,2,49,2,654,14,volume_14_slice_76.h5
BraTS20_Validation_008,8,47,flair,12037,13076,2,49,2,728,15,volume_15_slice_109.h5
BraTS20_Validation_008,8,46,flair,11665,12588,2,49,2,16578,343,volume_343_slice_62.h5
BraTS20_Validation_008,8,45,flair,11276,11417,2,49,2,7972,170,volume_170_slice_42.h5
BraTS20_Validation_008,8,44,flair,10905,10064,2,49,2,337,7,volume_7_slice_56.h5
BraTS20_Validation_008,8,43,flair,10523,9054,2,49,2,1193,25,volume_25_slice_90.h5
BraTS20_Validation_008,8,42,flair,10200,8577,2,49,2,704,15,volume_15_slice_85.h5
BraTS20_Validation_008,8,41,flair,9804,8063,2,49,2,6530,145,volume_145_slice_73.h5
BraTS20_Validation_008,8,40,flair,9450,7399,2,49,2,836,17,volume_17_slice_84.h5
BraTS20_Validation_008,8,39,flair,9039,6252,2,49,2,1188,25,volume_25_slice_85.h5
BraTS20_Validation_008,8,38,flair,8570,4730,2,49,2,5385,119,volume_119_slice_35.h5
BraTS20_Validation_008,8,37,flair,8110,4051,2,49,2,919,19,volume_19_slice_49.h5
BraTS20_Validation_008,8,36,flair,7728,3746,2,49,2,6599,147,volume_147_slice_47.h5
BraTS20_Validation_008,8,35,flair,7404,3539,2,49,2,12952,270,volume_270_slice_101.h5
BraTS20_Validation_008,8,34,flair,7092,3389,2,49,2,2585,53,volume_53_slice_114.h5
BraTS20_Validation_008,8,33,flair,6820,3250,2,49,2,6399,141,volume_141_slice_96.h5
BraTS20_Validation_008,8,32,flair,6596,3122,2,49,2,465,10,volume_10_slice_108.h5
BraTS20_Validation_008,8,31,flair,6394,3073,2,49,2,6828,150,volume_150_slice_40.h5
BraTS20_Validation_008,8,30,flair,6148,2961,2,49,2,8666,183,volume_183_slice_95.h5
BraTS20_Validation_008,8,29,flair,5848,2778,2,49,2,11495,240,volume_240_slice_34.h5
BraTS20_Validation_008,8,28,flair,5532,2656,2,49,2,1433,29,volume_29_slice_98.h5
BraTS20_Validation_008,8,27,flair,5279,2548,2,49,2,2979,61,volume_61_slice_80.h5
BraTS20_Validation_008,8,26,flair,5099,2483,2,49,2,3889,78,volume_78_slice_77.h5
BraTS20_Validation_009,9,91,flair,16130,17836,1,78,2,1319,27,volume_27_slice_57.h5
BraTS20_Validation_009,9,92,flair,15964,17804,1,78,2,3181,66,volume_66_slice_109.h5
BraTS20_Validation_009,9,90,flair,16206,17791,1,78,2,12529,258,volume_258_slice_74.h5
BraTS20_Validation_009,9,93,flair,15798,17773,1,78,2,1483,30,volume_30_slice_96.h5
BraTS20_Validation_009,9,89,flair,16218,17711,1,78,2,14540,301,volume_301_slice_80.h5
BraTS20_Validation_009,9,95,flair,15462,17717,1,78,2,760,16,volume_16_slice_90.h5
BraTS20_Validation_009,9,96,flair,15291,17660,1,78,2,2342,46,volume_46_slice_69.h5
BraTS20_Validation_009,9,97,flair,15108,17579,1,78,2,15057,310,volume_310_slice_94.h5
BraTS20_Validation_009,9,98,flair,14887,17505,1,78,2,253,6,volume_6_slice_62.h5
BraTS20_Validation_009,9,99,flair,14682,17393,1,78,2,15632,322,volume_322_slice_56.h5
BraTS20_Validation_009,9,100,flair,14487,17268,1,78,2,1269,26,volume_26_slice_73.h5
BraTS20_Validation_009,9,101,flair,14207,17046,1,78,2,12555,258,volume_258_slice_100.h5
BraTS20_Validation_009,9,102,flair,14002,16888,1,78,2,15753,324,volume_324_slice_63.h5
BraTS20_Validation_009,9,103,flair,13749,16741,1,78,2,14689,303,volume_303_slice_116.h5
BraTS20_Validation_009,9,104,flair,13473,16416,1,78,2,1295,26,volume_26_slice_99.h5
BraTS20_Validation_009,9,105,flair,13245,16181,1,78,2,2353,47,volume_47_slice_65.h5
BraTS20_Validation_009,9,106,flair,13021,15954,1,78,2,15420,318,volume_318_slice_69.h5
BraTS20_Validation_009,9,107,flair,12762,15600,1,78,2,15150,312,volume_312_slice_105.h5
BraTS20_Validation_009,9,108,flair,12455,15184,1,78,2,264,6,volume_6_slice_73.h5
BraTS20_Validation_009,9,109,flair,12091,14542,1,78,2,120,2,volume_2_slice_78.h5
BraTS20_Validation_009,9,110,flair,11857,13997,1,78,2,15331,316,volume_316_slice_85.h5
BraTS20_Validation_009,9,111,flair,11564,13526,1,78,2,2906,60,volume_60_slice_42.h5
BraTS20_Validation_009,9,112,flair,11158,12471,1,78,2,14043,291,volume_291_slice_75.h5
BraTS20_Validation_009,9,113,flair,10865,11801,1,78,2,15406,318,volume_318_slice_55.h5
BraTS20_Validation_009,9,114,flair,10474,10879,1,78,2,1662,33,volume_33_slice_122.h5
BraTS20_Validation_009,9,115,flair,10112,10019,1,78,2,304,6,volume_6_slice_113.h5
BraTS20_Validation_009,9,116,flair,9693,9103,1,78,2,1207,25,volume_25_slice_104.h5
BraTS20_Validation_009,9,117,flair,9349,8455,1,78,2,16444,338,volume_338_slice_68.h5
BraTS20_Validation_009,9,118,flair,8994,7767,1,78,2,15017,310,volume_310_slice_54.h5
BraTS20_Validation_009,9,119,flair,8712,7266,1,78,2,305,6,volume_6_slice_114.h5
BraTS20_Validation_009,9,120,flair,8282,6363,1,78,2,15457,318,volume_318_slice_106.h5
BraTS20_Validation_009,9,121,flair,7911,5580,1,78,2,1088,23,volume_23_slice_99.h5
BraTS20_Validation_009,9,30,flair,8468,5067,1,78,2,10812,227,volume_227_slice_41.h5
BraTS20_Validation_009,9,122,flair,7586,5018,1,78,2,15730,324,volume_324_slice_40.h5
BraTS20_Validation_009,9,29,flair,8010,4616,1,78,2,1881,38,volume_38_slice_76.h5
BraTS20_Validation_009,9,123,flair,7191,4309,1,78,2,17182,355,volume_355_slice_85.h5
BraTS20_Validation_009,9,28,flair,7578,4253,1,78,2,2581,53,volume_53_slice_110.h5
BraTS20_Validation_009,9,26,flair,6882,3778,1,78,2,17667,365,volume_365_slice_63.h5
BraTS20_Validation_009,9,124,flair,6841,3667,1,78,2,1357,27,volume_27_slice_95.h5
BraTS20_Validation_009,9,25,flair,6578,3655,1,78,2,741,16,volume_16_slice_71.h5
BraTS20_Validation_009,9,24,flair,6327,3528,1,78,2,17411,359,volume_359_slice_83.h5
BraTS20_Validation_009,9,23,flair,6069,3369,1,78,2,7911,168,volume_168_slice_105.h5
BraTS20_Validation_009,9,22,flair,5827,3198,1,78,2,17669,365,volume_365_slice_65.h5
BraTS20_Validation_009,9,125,flair,6451,3124,1,78,2,786,16,volume_16_slice_116.h5
BraTS20_Validation_009,9,21,flair,5550,3056,1,78,2,13284,276,volume_276_slice_107.h5
BraTS20_Validation_009,9,20,flair,5380,2981,1,78,2,17771,367,volume_367_slice_88.h5
BraTS20_Validation_009,9,19,flair,5211,2855,1,78,2,10956,231,volume_231_slice_65.h5
BraTS20_Validation_009,9,18,flair,5072,2759,1,78,2,1886,38,volume_38_slice_81.h5
BraTS20_Validation_009,9,17,flair,4918,2669,1,78,2,12887,268,volume_268_slice_59.h5
BraTS20_Validation_009,9,126,flair,6041,2645,1,78,2,1065,22,volume_22_slice_122.h5
BraTS20_Validation_009,9,16,flair,4793,2543,1,78,2,17668,365,volume_365_slice_64.h5
BraTS20_Validation_009,9,15,flair,4670,2401,1,78,2,17662,365,volume_365_slice_58.h5
BraTS20_Validation_009,9,14,flair,4539,2256,1,78,2,456,10,volume_10_slice_99.h5
BraTS20_Validation_009,9,127,flair,5696,2211,1,78,2,3902,79,volume_79_slice_120.h5
BraTS20_Validation_009,9,13,flair,4372,2106,1,78,2,746,16,volume_16_slice_76.h5
BraTS20_Validation_009,9,12,flair,4202,1929,1,78,2,4399,96,volume_96_slice_75.h5
BraTS20_Validation_009,9,128,flair,5359,1913,1,78,2,17926,369,volume_369_slice_133.h5
BraTS20_Validation_009,9,11,flair,3990,1726,1,78,2,17672,365,volume_365_slice_68.h5
BraTS20_Validation_009,9,129,flair,4933,1556,1,78,2,318,6,volume_6_slice_127.h5
BraTS20_Validation_009,9,10,flair,3799,1480,1,78,2,2252,45,volume_45_slice_69.h5
BraTS20_Validation_009,9,130,flair,4503,1220,1,78,2,1036,22,volume_22_slice_93.h5
BraTS20_Validation_009,9,9,flair,3589,1193,1,78,2,1428,29,volume_29_slice_93.h5
BraTS20_Validation_009,9,131,flair,4082,1030,1,78,2,16816,347,volume_347_slice_120.h5
BraTS20_Validation_009,9,8,flair,3347,974,1,78,2,1420,29,volume_29_slice_85.h5
BraTS20_Validation_009,9,132,flair,3615,736,1,78,2,1586,32,volume_32_slice_113.h5
BraTS20_Validation_009,9,7,flair,3037,739,1,78,2,17664,365,volume_365_slice_60.h5
BraTS20_Validation_009,9,133,flair,3177,494,1,78,2,2754,56,volume_56_slice_129.h5
BraTS20_Validation_009,9,6,flair,2750,489,1,78,2,2450,50,volume_50_slice_97.h5
BraTS20_Validation_009,9,134,flair,2780,340,1,78,2,1232,25,volume_25_slice_129.h5
BraTS20_Validation_009,9,5,flair,2438,308,1,78,2,2438,50,volume_50_slice_85.h5
BraTS20_Validation_009,9,4,flair,2095,200,1,78,2,2441,50,volume_50_slice_88.h5
BraTS20_Validation_009,9,135,flair,2346,158,1,78,2,1577,32,volume_32_slice_104.h5
BraTS20_Validation_009,9,3,flair,1708,77,1,78,2,3046,63,volume_63_slice_71.h5
BraTS20_Validation_009,9,136,flair,1935,76,1,78,2,1584,32,volume_32_slice_111.h5
BraTS20_Validation_009,9,2,flair,1314,20,1,78,2,3047,63,volume_63_slice_72.h5
BraTS20_Validation_009,9,137,flair,1516,20,1,78,2,2808,57,volume_57_slice_132.h5
BraTS20_Validation_009,9,91,flair,16130,17836,2,78,2,687,15,volume_15_slice_68.h5
BraTS20_Validation_009,9,92,flair,15964,17804,2,78,2,102,2,volume_2_slice_60.h5
BraTS20_Validation_010,10,55,flair,15497,17314,1,58,2,962,20,volume_20_slice_33.h5
BraTS20_Validation_010,10,54,flair,15376,17233,1,58,2,976,20,volume_20_slice_47.h5
BraTS20_Validation_010,10,53,flair,15222,17065,1,58,2,2422,50,volume_50_slice_69.h5
BraTS20_Validation_010,10,52,flair,15070,16903,1,58,2,15123,312,volume_312_slice_78.h5
BraTS20_Validation_010,10,51,flair,14904,16670,1,58,2,2841,58,volume_58_slice_69.h5
BraTS20_Validation_010,10,50,flair,14737,16442,1,58,2,112,2,volume_2_slice_70.h5
BraTS20_Validation_010,10,49,flair,14475,16159,1,58,2,14595,302,volume_302_slice_34.h5
BraTS20_Validation_010,10,48,flair,14257,15895,1,58,2,1010,20,volume_20_slice_81.h5
BraTS20_Validation_010,10,47,flair,13962,15550,1,58,2,941,19,volume_19_slice_71.h5
BraTS20_Validation_010,10,46,flair,13643,15029,1,58,2,340,7,volume_7_slice_59.h5
BraTS20_Validation_010,10,45,flair,13318,14679,1,58,2,518,11,volume_11_slice_95.h5
BraTS20_Validation_010,10,44,flair,13016,14404,1,58,2,15072,311,volume_311_slice_103.h5
BraTS20_Validation_010,10,42,flair,12434,14089,1,58,2,800,17,volume_17_slice_48.h5
BraTS20_Validation_010,10,41,flair,12174,13954,1,58,2,98,2,volume_2_slice_56.h5
BraTS20_Validation_010,10,40,flair,11862,13667,1,58,2,16123,332,volume_332_slice_93.h5
BraTS20_Validation_010,10,39,flair,11503,12956,1,58,2,525,11,volume_11_slice_102.h5
BraTS20_Validation_010,10,37,flair,10805,10983,1,58,2,16232,334,volume_334_slice_41.h5
BraTS20_Validation_010,10,36,flair,10577,10492,1,58,2,4207,88,volume_88_slice_71.h5
BraTS20_Validation_010,10,35,flair,10257,9760,1,58,2,723,15,volume_15_slice_104.h5
BraTS20_Validation_010,10,34,flair,9943,9065,1,58,2,76,2,volume_2_slice_34.h5
BraTS20_Validation_010,10,33,flair,9510,8027,1,58,2,1211,25,volume_25_slice_108.h5
BraTS20_Validation_010,10,32,flair,9129,6756,1,58,2,16619,344,volume_344_slice_48.h5
BraTS20_Validation_010,10,31,flair,8700,5492,1,58,2,16613,344,volume_344_slice_42.h5
BraTS20_Validation_010,10,30,flair,8239,4495,1,58,2,7175,156,volume_156_slice_37.h5
BraTS20_Validation_010,10,29,flair,7842,3961,1,58,2,17541,363,volume_363_slice_48.h5
BraTS20_Validation_010,10,28,flair,7426,3630,1,58,2,16965,351,volume_351_slice_41.h5
BraTS20_Validation_010,10,27,flair,7031,3329,1,58,2,14936,309,volume_309_slice_34.h5
BraTS20_Validation_010,10,26,flair,6679,3118,1,58,2,2968,61,volume_61_slice_69.h5
BraTS20_Validation_010,10,25,flair,6336,2894,1,58,2,11812,245,volume_245_slice_30.h5
BraTS20_Validation_010,10,24,flair,6001,2736,1,58,2,2305,46,volume_46_slice_32.h5
BraTS20_Validation_010,10,23,flair,5637,2543,1,58,2,600,13,volume_13_slice_102.h5
BraTS20_Validation_010,10,22,flair,5195,2345,1,58,2,2796,57,volume_57_slice_120.h5
BraTS20_Validation_010,10,21,flair,4820,2207,1,58,2,2446,50,volume_50_slice_93.h5
BraTS20_Validation_010,10,20,flair,4544,2098,1,58,2,2761,57,volume_57_slice_85.h5
BraTS20_Validation_010,10,19,flair,4314,1963,1,58,2,7717,165,volume_165_slice_104.h5
BraTS20_Validation_010,10,18,flair,4078,1778,1,58,2,2452,50,volume_50_slice_99.h5
BraTS20_Validation_010,10,17,flair,3899,1560,1,58,2,16724,346,volume_346_slice_76.h5
BraTS20_Validation_010,10,16,flair,3725,1372,1,58,2,2960,61,volume_61_slice_61.h5
BraTS20_Validation_010,10,15,flair,3533,1145,1,58,2,2952,60,volume_60_slice_88.h5
BraTS20_Validation_010,10,14,flair,3351,988,1,58,2,2439,50,volume_50_slice_86.h5
BraTS20_Validation_010,10,13,flair,3145,818,1,58,2,2758,57,volume_57_slice_82.h5
BraTS20_Validation_010,10,12,flair,2923,619,1,58,2,3060,63,volume_63_slice_85.h5
BraTS20_Validation_010,10,131,flair,3153,610,1,58,2,1032,22,volume_22_slice_89.h5
BraTS20_Validation_010,10,11,flair,2687,454,1,58,2,3984,82,volume_82_slice_69.h5
BraTS20_Validation_010,10,132,flair,2711,365,1,58,2,1585,32,volume_32_slice_112.h5
BraTS20_Validation_010,10,10,flair,2404,316,1,58,2,2805,57,volume_57_slice_129.h5
BraTS20_Validation_010,10,9,flair,2114,218,1,58,2,3590,72,volume_72_slice_117.h5
BraTS20_Validation_010,10,133,flair,2232,203,1,58,2,1582,32,volume_32_slice_109.h5
BraTS20_Validation_010,10,8,flair,1794,121,1,58,2,3312,68,volume_68_slice_96.h5
BraTS20_Validation_010,10,7,flair,1604,69,1,58,2,2954,61,volume_61_slice_55.h5
BraTS20_Validation_010,10,134,flair,1702,51,1,58,2,2755,56,volume_56_slice_130.h5
BraTS20_Validation_010,10,6,flair,1373,37,1,58,2,3983,82,volume_82_slice_68.h5
BraTS20_Validation_010,10,5,flair,1144,25,1,58,2,3985,82,volume_82_slice_70.h5
BraTS20_Validation_010,10,4,flair,954,21,1,58,2,7344,160,volume_160_slice_52.h5
BraTS20_Validation_010,10,3,flair,760,19,1,58,2,7345,160,volume_160_slice_53.h5
BraTS20_Validation_010,10,135,flair,1195,13,1,58,2,2957,61,volume_61_slice_58.h5
BraTS20_Validation_010,10,55,flair,15497,17314,2,58,2,616,14,volume_14_slice_38.h5
BraTS20_Validation_010,10,54,flair,15376,17233,2,58,2,88,2,volume_2_slice_46.h5
BraTS20_Validation_010,10,53,flair,15222,17065,2,58,2,17755,367,volume_367_slice_72.h5
BraTS20_Validation_010,10,52,flair,15070,16903,2,58,2,1713,34,volume_34_slice_121.h5
BraTS20_Validation_010,10,51,flair,14904,16670,2,58,2,309,6,volume_6_slice_118.h5
BraTS20_Validation_010,10,50,flair,14737,16442,2,58,2,16027,328,volume_328_slice_120.h5
BraTS20_Validation_010,10,49,flair,14475,16159,2,58,2,17364,358,volume_358_slice_87.h5
BraTS20_Validation_010,10,48,flair,14257,15895,2,58,2,86,2,volume_2_slice_44.h5
BraTS20_Validation_010,10,47,flair,13962,15550,2,58,2,946,19,volume_19_slice_76.h5
BraTS20_Validation_010,10,46,flair,13643,15029,2,58,2,13847,288,volume_288_slice_64.h5
BraTS20_Validation_010,10,45,flair,13318,14679,2,58,2,548,12,volume_12_slice_62.h5
BraTS20_Validation_010,10,44,flair,13016,14404,2,58,2,109,2,volume_2_slice_67.h5
BraTS20_Validation_010,10,43,flair,12701,14206,2,58,2,810,17,volume_17_slice_58.h5
BraTS20_Validation_010,10,42,flair,12434,14089,2,58,2,1200,25,volume_25_slice_97.h5
BraTS20_Validation_010,10,41,flair,12174,13954,2,58,2,2310,46,volume_46_slice_37.h5
BraTS20_Validation_010,10,40,flair,11862,13667,2,58,2,329,7,volume_7_slice_48.h5
BraTS20_Validation_010,10,39,flair,11503,12956,2,58,2,15736,324,volume_324_slice_46.h5
BraTS20_Validation_010,10,38,flair,11173,11981,2,58,2,759,16,volume_16_slice_89.h5
BraTS20_Validation_010,10,37,flair,10805,10983,2,58,2,712,15,volume_15_slice_93.h5
BraTS20_Validation_010,10,36,flair,10577,10492,2,58,2,560,12,volume_12_slice_74.h5
BraTS20_Validation_010,10,35,flair,10257,9760,2,58,2,667,15,volume_15_slice_48.h5
BraTS20_Validation_010,10,34,flair,9943,9065,2,58,2,1087,23,volume_23_slice_98.h5
BraTS20_Validation_011,11,93,flair,13122,16420,1,86,1,286,6,volume_6_slice_95.h5
BraTS20_Validation_011,11,94,flair,13066,16384,1,86,1,1194,25,volume_25_slice_91.h5
BraTS20_Validation_011,11,92,flair,13133,16355,1,86,1,766,16,volume_16_slice_96.h5
BraTS20_Validation_011,11,95,flair,13039,16341,1,86,1,15755,324,volume_324_slice_65.h5
BraTS20_Validation_011,11,90,flair,13197,16262,1,86,1,107,2,volume_2_slice_65.h5
BraTS20_Validation_011,11,96,flair,13009,16269,1,86,1,1399,29,volume_29_slice_64.h5
BraTS20_Validation_011,11,91,flair,13123,16239,1,86,1,630,14,volume_14_slice_52.h5
BraTS20_Validation_011,11,97,flair,12910,16105,1,86,1,13667,284,volume_284_slice_108.h5
BraTS20_Validation_011,11,98,flair,12818,16035,1,86,1,434,10,volume_10_slice_77.h5
BraTS20_Validation_011,11,99,flair,12675,15861,1,86,1,1493,30,volume_30_slice_106.h5
BraTS20_Validation_011,11,100,flair,12508,15625,1,86,1,2543,53,volume_53_slice_72.h5
BraTS20_Validation_011,11,101,flair,12336,15287,1,86,1,15492,319,volume_319_slice_76.h5
BraTS20_Validation_011,11,102,flair,12150,15052,1,86,1,13727,285,volume_285_slice_108.h5
BraTS20_Validation_011,11,103,flair,11930,14709,1,86,1,13428,280,volume_280_slice_92.h5
BraTS20_Validation_011,11,104,flair,11729,14339,1,86,1,15080,311,volume_311_slice_111.h5
BraTS20_Validation_011,11,105,flair,11551,13972,1,86,1,441,10,volume_10_slice_84.h5
BraTS20_Validation_011,11,106,flair,11344,13599,1,86,1,16648,344,volume_344_slice_80.h5
BraTS20_Validation_011,11,107,flair,11074,13104,1,86,1,1329,27,volume_27_slice_67.h5
BraTS20_Validation_011,11,108,flair,10826,12530,1,86,1,1445,30,volume_30_slice_58.h5
BraTS20_Validation_011,11,109,flair,10623,12082,1,86,1,911,19,volume_19_slice_41.h5
BraTS20_Validation_011,11,52,flair,10418,11771,1,86,1,1666,33,volume_33_slice_126.h5
BraTS20_Validation_011,11,51,flair,10268,11517,1,86,1,708,15,volume_15_slice_89.h5
BraTS20_Validation_011,11,110,flair,10343,11418,1,86,1,1013,20,volume_20_slice_84.h5
BraTS20_Validation_011,11,50,flair,10093,11218,1,86,1,17765,367,volume_367_slice_82.h5
BraTS20_Validation_011,11,49,flair,9936,10868,1,86,1,837,17,volume_17_slice_85.h5
BraTS20_Validation_011,11,111,flair,10085,10670,1,86,1,680,15,volume_15_slice_61.h5
BraTS20_Validation_011,11,48,flair,9799,10570,1,86,1,447,10,volume_10_slice_90.h5
BraTS20_Validation_011,11,47,flair,9633,10198,1,86,1,1661,33,volume_33_slice_121.h5
BraTS20_Validation_011,11,112,flair,9820,10090,1,86,1,1659,33,volume_33_slice_119.h5
BraTS20_Validation_011,11,46,flair,9454,9851,1,86,1,17707,365,volume_365_slice_103.h5
BraTS20_Validation_011,11,113,flair,9572,9537,1,86,1,298,6,volume_6_slice_107.h5
BraTS20_Validation_011,11,114,flair,9247,8795,1,86,1,1205,25,volume_25_slice_102.h5
BraTS20_Validation_011,11,44,flair,8904,8294,1,86,1,344,7,volume_7_slice_63.h5
BraTS20_Validation_011,11,115,flair,8899,8054,1,86,1,16776,347,volume_347_slice_80.h5
BraTS20_Validation_011,11,116,flair,8673,7522,1,86,1,659,14,volume_14_slice_81.h5
BraTS20_Validation_011,11,43,flair,8503,6964,1,86,1,1354,27,volume_27_slice_92.h5
BraTS20_Validation_011,11,117,flair,8328,6786,1,86,1,5614,125,volume_125_slice_124.h5
BraTS20_Validation_011,11,118,flair,8029,6057,1,86,1,16775,347,volume_347_slice_79.h5
BraTS20_Validation_011,11,119,flair,7709,5400,1,86,1,14914,308,volume_308_slice_117.h5
BraTS20_Validation_011,11,42,flair,7880,4854,1,86,1,17721,367,volume_367_slice_38.h5
BraTS20_Validation_011,11,120,flair,7347,4637,1,86,1,2869,59,volume_59_slice_45.h5
BraTS20_Validation_011,11,121,flair,7060,4153,1,86,1,1206,25,volume_25_slice_103.h5
BraTS20_Validation_011,11,41,flair,7306,3704,1,86,1,2311,46,volume_46_slice_38.h5
BraTS20_Validation_011,11,122,flair,6694,3508,1,86,1,2328,46,volume_46_slice_55.h5
BraTS20_Validation_011,11,123,flair,6402,3150,1,86,1,3442,70,volume_70_slice_109.h5
BraTS20_Validation_011,11,40,flair,6889,3146,1,86,1,610,14,volume_14_slice_32.h5
BraTS20_Validation_011,11,39,flair,6513,2844,1,86,1,2645,54,volume_54_slice_100.h5
BraTS20_Validation_011,11,124,flair,6083,2754,1,86,1,1714,34,volume_34_slice_122.h5
BraTS20_Validation_011,11,38,flair,6245,2644,1,86,1,7808,167,volume_167_slice_41.h5
BraTS20_Validation_011,11,37,flair,6018,2539,1,86,1,13219,275,volume_275_slice_36.h5
BraTS20_Validation_011,11,36,flair,5813,2478,1,86,1,7709,165,volume_165_slice_96.h5
BraTS20_Validation_011,11,125,flair,5751,2412,1,86,1,8874,186,volume_186_slice_99.h5
BraTS20_Validation_011,11,35,flair,5520,2400,1,86,1,242,5,volume_5_slice_107.h5
BraTS20_Validation_011,11,34,flair,5302,2338,1,86,1,2434,50,volume_50_slice_81.h5
BraTS20_Validation_011,11,32,flair,4876,2288,1,86,1,358,7,volume_7_slice_77.h5
BraTS20_Validation_011,11,33,flair,5060,2264,1,86,1,2516,51,volume_51_slice_127.h5
BraTS20_Validation_011,11,31,flair,4671,2181,1,86,1,3259,67,volume_67_slice_117.h5
BraTS20_Validation_011,11,30,flair,4534,2078,1,86,1,2095,41,volume_41_slice_89.h5
BraTS20_Validation_011,11,126,flair,5386,2064,1,86,1,17925,369,volume_369_slice_132.h5
BraTS20_Validation_011,11,29,flair,4421,2020,1,86,1,2440,50,volume_50_slice_87.h5
BraTS20_Validation_011,11,28,flair,4320,1972,1,86,1,2263,45,volume_45_slice_80.h5
BraTS20_Validation_011,11,27,flair,4193,1838,1,86,1,2274,45,volume_45_slice_91.h5
BraTS20_Validation_011,11,26,flair,4087,1756,1,86,1,2443,50,volume_50_slice_90.h5
