slice_path,target,volume,slice,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,background_ratio,whole_tumor_pixels,donor_h5_path,mask_has_margin,loaded_mask_pixels,compatible_external_base_count,tumor_area_pixels,tumor_area_fraction,bbox_y_min,bbox_y_max,bbox_x_min,bbox_x_max,bbox_height,bbox_width,bbox_area,bbox_fill_fraction,centroid_y,centroid_x,centroid_y_normalized,centroid_x_normalized,centroid_laterality,connected_component_count,largest_component_pixels,largest_component_fraction
volume_83_slice_54.h5,1,83,54,3,1821,31,0.9677951388888888,1855,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_54.h5,True,1855,3148,1855,0.0322048611111111,125,181,107,175,57,69,3933,0.4716501398423595,158.79514824797843,140.53746630727764,0.6644148462258512,0.5880228715785676,right,4,1838,0.9908355795148248
volume_83_slice_55.h5,1,83,55,15,1860,97,0.9657638888888888,1972,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_55.h5,True,1972,3140,1972,0.0342361111111111,124,182,108,179,59,72,4248,0.4642184557438795,157.9340770791075,140.3635902636917,0.6608120379878976,0.5872953567518481,right,2,1970,0.9989858012170384
volume_83_slice_56.h5,1,83,56,31,1874,159,0.9641666666666666,2064,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_56.h5,True,2064,3162,2064,0.0358333333333333,125,182,110,179,58,70,4060,0.5083743842364532,156.98546511627907,140.03875968992247,0.6568429502773183,0.585936233012228,right,1,2064,1.0
volume_83_slice_57.h5,1,83,57,57,1822,216,0.9636284722222224,2095,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_57.h5,True,2095,3203,2095,0.0363715277777777,127,182,109,177,56,69,3864,0.542184265010352,156.35847255369927,139.908830548926,0.6542195504338881,0.585392596439021,right,1,2095,1.0
volume_83_slice_58.h5,1,83,58,64,1729,298,0.9636979166666668,2091,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_58.h5,True,2091,3251,2091,0.0363020833333333,128,182,109,178,55,70,3850,0.5431168831168831,155.79435676709707,139.9665231946437,0.6518592333351342,0.5856339882621076,right,2,2088,0.9985652797704448
volume_83_slice_59.h5,1,83,59,78,1646,352,0.9639583333333334,2076,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_59.h5,True,2076,3283,2076,0.0360416666666666,128,183,109,177,56,69,3864,0.5372670807453416,155.45616570327553,139.90173410404626,0.6504442079634959,0.5853629042010303,right,1,2076,1.0
volume_83_slice_60.h5,1,83,60,111,1614,391,0.9632638888888888,2116,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_60.h5,True,2116,3304,2116,0.0367361111111111,130,183,109,177,54,69,3726,0.5679012345679012,155.11153119092629,140.39272211720228,0.6490022225561769,0.5874172473523108,right,2,2114,0.999054820415879
volume_83_slice_61.h5,1,83,61,160,1553,419,0.9629861111111112,2132,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_61.h5,True,2132,3294,2132,0.0370138888888888,130,183,109,178,54,70,3780,0.564021164021164,155.187617260788,141.27251407129455,0.6493205743129205,0.591098385235542,right,1,2132,1.0
volume_83_slice_62.h5,1,83,62,241,1547,387,0.9622395833333334,2175,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_62.h5,True,2175,3236,2175,0.0377604166666666,131,183,110,179,53,70,3710,0.5862533692722371,155.59862068965518,142.31954022988506,0.6510402539316116,0.5954792478237869,right,1,2175,1.0
volume_83_slice_63.h5,1,83,63,317,1557,352,0.9613541666666666,2226,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_63.h5,True,2226,3173,2226,0.0386458333333333,131,183,109,179,53,71,3763,0.5915492957746479,156.0058400718778,143.21293800539084,0.652744100719154,0.5992173138300871,right,1,2226,1.0
volume_83_slice_64.h5,1,83,64,331,1578,358,0.9606423611111112,2267,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_64.h5,True,2267,3106,2267,0.0393576388888888,130,183,109,179,54,71,3834,0.5912884715701617,156.26246140273489,144.14689016321128,0.653817830136966,0.6031250634443986,right,1,2267,1.0
volume_83_slice_65.h5,1,83,65,318,1577,381,0.9604861111111112,2276,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_65.h5,True,2276,3059,2276,0.0395138888888888,130,184,110,178,55,69,3795,0.5997364953886694,156.23066783831285,145.1133567662566,0.653684802670765,0.6071688567625799,right,1,2276,1.0
volume_83_slice_66.h5,1,83,66,297,1584,395,0.9604861111111112,2276,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_66.h5,True,2276,3003,2276,0.0395138888888888,130,183,110,178,54,69,3726,0.6108427267847558,156.30140597539545,146.0017574692443,0.6539807781397298,0.6108860145156665,right,1,2276,1.0
volume_83_slice_67.h5,1,83,67,260,1559,419,0.9611458333333334,2238,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_67.h5,True,2238,2984,2238,0.0388541666666666,130,183,110,177,54,68,3672,0.6094771241830066,156.15951742627345,146.8976764968722,0.6533871022019809,0.6146346296940259,right,1,2238,1.0
volume_83_slice_68.h5,1,83,68,241,1555,408,0.9617361111111112,2204,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_68.h5,True,2204,2982,2204,0.0382638888888888,130,183,111,177,54,67,3618,0.6091763405196241,156.01451905626135,147.3765880217786,0.6527804144613446,0.6166384436057681,right,1,2204,1.0
volume_83_slice_69.h5,1,83,69,195,1523,408,0.9630902777777778,2126,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_69.h5,True,2126,3007,2126,0.0369097222222222,131,182,111,177,52,67,3484,0.6102181400688863,155.65239887111946,148.19567262464722,0.6512652672431777,0.620065575835344,right,2,2125,0.9995296331138288
volume_83_slice_70.h5,1,83,70,156,1513,393,0.9642013888888888,2062,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_70.h5,True,2062,3037,2062,0.0357986111111111,130,182,113,177,53,65,3445,0.5985486211901306,155.21823472356934,148.74151309408342,0.6494486808517546,0.6223494271718971,right,1,2062,1.0
volume_83_slice_71.h5,1,83,71,134,1423,365,0.9666319444444444,1922,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_71.h5,True,1922,3175,1922,0.0333680555555555,130,181,114,177,52,64,3328,0.5775240384615384,153.85327783558793,149.42455775234131,0.6437375641656399,0.6252073546123068,right,1,1922,1.0
volume_83_slice_72.h5,1,83,72,124,1342,305,0.9692534722222222,1771,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_72.h5,True,1771,3342,1771,0.0307465277777777,130,181,115,177,52,63,3276,0.5405982905982906,152.6730660643704,149.98249576510446,0.6387994395998762,0.6275418232849559,right,2,1698,0.958780350084698
volume_83_slice_73.h5,1,83,73,96,1310,254,0.9711805555555556,1660,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_73.h5,True,1660,3477,1660,0.0288194444444444,129,180,116,177,52,62,3224,0.5148883374689827,151.68493975903615,150.60060240963855,0.6346650199122852,0.630128043554973,right,3,1607,0.9680722891566264
volume_83_slice_74.h5,1,83,74,69,1263,238,0.9727430555555556,1570,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_74.h5,True,1570,3699,1570,0.0272569444444444,129,179,117,176,51,60,3060,0.5130718954248366,150.78535031847133,151.18853503184712,0.6309010473576206,0.6325880126855529,right,3,1553,0.989171974522293
volume_83_slice_75.h5,1,83,75,42,1240,198,0.9743055555555556,1480,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_75.h5,True,1480,3829,1480,0.0256944444444444,128,178,117,176,51,60,3060,0.4836601307189542,150.15743243243244,151.3506756756757,0.6282737758679182,0.6332664254212372,right,2,1479,0.9993243243243244
volume_83_slice_76.h5,1,83,76,34,1205,150,0.9758854166666666,1389,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_76.h5,True,1389,4039,1389,0.0241145833333333,127,176,117,176,50,60,3000,0.463,149.62562994960402,151.6033117350612,0.6260486608770043,0.6343234800630175,right,1,1389,1.0
volume_83_slice_77.h5,1,83,77,6,1200,106,0.9772222222222222,1312,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_77.h5,True,1312,4315,1312,0.0227777777777777,127,175,117,176,49,60,2940,0.4462585034013605,148.9580792682927,151.6638719512195,0.6232555617920197,0.6345768700887845,right,1,1312,1.0
volume_83_slice_78.h5,1,83,78,8,1183,64,0.9782118055555556,1255,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_78.h5,True,1255,4640,1255,0.0217881944444444,127,174,117,176,48,60,2880,0.4357638888888889,148.38964143426296,151.82231075697212,0.6208771608128157,0.6352397939622264,right,1,1255,1.0
volume_83_slice_79.h5,1,83,79,3,1184,20,0.9790451388888888,1207,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_79.h5,True,1207,4938,1207,0.0209548611111111,127,173,119,176,47,58,2726,0.4427732942039618,148.18641259320628,151.90223695111848,0.6200268309339175,0.6355742131845962,right,1,1207,1.0
volume_83_slice_80.h5,1,83,80,0,1127,3,0.9803819444444444,1130,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_80.h5,True,1130,5317,1130,0.0196180555555555,127,172,120,175,46,56,2576,0.4386645962732919,147.9212389380531,152.34690265486725,0.6189173177324397,0.637434739141704,right,1,1130,1.0
volume_83_slice_81.h5,1,83,81,0,1066,0,0.9814930555555555,1066,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_81.h5,True,1066,5570,1066,0.0185069444444444,128,171,120,175,44,56,2464,0.4326298701298701,147.86491557223263,152.81613508442777,0.618681655113944,0.6393980547465598,right,1,1066,1.0
volume_83_slice_82.h5,1,83,82,0,1006,0,0.9825347222222224,1006,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_82.h5,True,1006,5784,1006,0.0174652777777777,129,170,123,174,42,52,2184,0.4606227106227106,148.06461232604374,153.2306163021869,0.6195172063851203,0.6411322857832087,right,2,1005,0.9990059642147118
volume_83_slice_83.h5,1,83,83,0,930,0,0.9838541666666668,930,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_83.h5,True,930,6012,930,0.0161458333333333,129,170,126,173,42,48,2016,0.4613095238095238,148.20967741935485,153.89139784946238,0.62012417330274,0.6438970621316418,right,2,917,0.986021505376344
volume_83_slice_84.h5,1,83,84,0,879,0,0.9847395833333332,879,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_84.h5,True,879,6069,879,0.0152604166666666,130,170,127,173,41,47,1927,0.4561494551115724,148.5824800910125,154.25597269624572,0.6216840171172072,0.6454224799006097,right,1,879,1.0
volume_83_slice_85.h5,1,83,85,0,845,0,0.9853298611111112,845,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_85.h5,True,845,6092,845,0.0146701388888888,130,170,128,172,41,45,1845,0.4579945799457994,149.03550295857988,154.5869822485207,0.6235795102869451,0.6468074571067812,right,2,844,0.9988165680473372
volume_83_slice_86.h5,1,83,86,0,814,0,0.9858680555555556,814,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_86.h5,True,814,6113,814,0.0141319444444444,131,169,130,172,39,43,1677,0.4853905784138342,149.36117936117935,154.71744471744472,0.6249421730593279,0.6473533251775929,right,1,814,1.0
volume_83_slice_87.h5,1,83,87,0,761,0,0.9867881944444444,761,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_87.h5,True,761,6207,761,0.0132118055555555,131,169,130,172,39,43,1677,0.4537865235539654,149.87385019710908,154.9526938239159,0.627087239318448,0.6483376310624096,right,1,761,1.0
volume_83_slice_88.h5,1,83,88,0,705,0,0.9877604166666668,705,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_88.h5,True,705,6258,705,0.0122395833333333,131,168,132,171,38,40,1520,0.4638157894736842,150.48368794326242,155.15602836879432,0.6296388616872904,0.6491884032167127,right,3,672,0.9531914893617022
volume_83_slice_89.h5,1,83,89,0,633,0,0.9890104166666668,633,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_89.h5,True,633,6295,633,0.0109895833333333,132,168,131,171,37,41,1517,0.4172709294660514,151.2211690363349,155.41232227488152,0.6327245566373846,0.650260762656408,right,2,612,0.966824644549763
volume_83_slice_90.h5,1,83,90,0,577,0,0.9899826388888888,577,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_90.h5,True,577,6349,577,0.0100173611111111,132,167,131,171,36,41,1476,0.3909214092140921,151.08665511265164,154.7209705372617,0.6321617368730195,0.6473680775617645,right,2,559,0.9688041594454072
volume_83_slice_91.h5,1,83,91,0,440,0,0.9923611111111112,440,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_91.h5,True,440,6484,440,0.0076388888888888,140,167,139,170,28,32,896,0.4910714285714285,152.96136363636364,156.725,0.6400057055914796,0.6557531380753138,right,2,435,0.9886363636363636
volume_83_slice_92.h5,1,83,92,0,382,0,0.9933680555555556,382,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_83_slice_92.h5,True,382,6532,382,0.0066319444444444,140,166,146,169,27,24,648,0.5895061728395061,153.37958115183247,156.73560209424085,0.6417555696729392,0.655797498302263,right,1,382,1.0
volume_84_slice_41.h5,1,84,41,5,403,0,0.9929166666666668,408,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_41.h5,True,408,2751,408,0.0070833333333333,58,93,136,189,36,54,1944,0.2098765432098765,74.17647058823529,163.26470588235293,0.3103618016244154,0.6831159241939453,right,4,222,0.5441176470588235
volume_84_slice_42.h5,1,84,42,31,565,69,0.9884548611111112,665,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_42.h5,True,665,2852,665,0.0115451388888888,57,95,137,192,39,56,2184,0.3044871794871794,75.6451127819549,164.10827067669172,0.3165067480416523,0.6866454840028943,right,7,332,0.4992481203007519
volume_84_slice_43.h5,1,84,43,76,716,221,0.9824131944444444,1013,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_43.h5,True,1013,2977,1013,0.0175868055555555,56,96,136,194,41,59,2419,0.4187680859859446,76.8381046396841,164.40572556762092,0.3214983457727368,0.6878900651364892,right,2,1012,0.9990128331688056
volume_84_slice_44.h5,1,84,44,123,787,283,0.9792881944444444,1193,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_44.h5,True,1193,2877,1193,0.0207118055555555,56,97,136,194,42,59,2478,0.4814366424535916,77.21877619446772,165.06035205364628,0.3230911137843837,0.6906290880905702,right,3,1152,0.9656328583403184
volume_84_slice_45.h5,1,84,45,191,821,361,0.9761631944444444,1373,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_45.h5,True,1373,2708,1373,0.0238368055555555,55,97,135,195,43,61,2623,0.5234464353793367,77.19300801165332,165.42388929351785,0.3229832971198884,0.6921501644080245,right,2,1369,0.997086671522214
volume_84_slice_46.h5,1,84,46,216,791,470,0.9743576388888888,1477,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_46.h5,True,1477,2590,1477,0.0256423611111111,55,98,134,196,44,63,2772,0.5328282828282829,77.20176032498307,165.8239675016926,0.3230199176777534,0.6938241318062452,right,2,1476,0.999322951929587
volume_84_slice_47.h5,1,84,47,257,694,615,0.9728125,1566,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_47.h5,True,1566,2530,1566,0.0271875,55,98,133,197,44,65,2860,0.5475524475524476,77.2375478927203,165.90996168582376,0.3231696564548966,0.6941839401080492,right,3,1561,0.9968071519795658
volume_84_slice_48.h5,1,84,48,290,673,697,0.9711805555555556,1660,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_48.h5,True,1660,2418,1660,0.0288194444444444,54,98,133,198,45,66,2970,0.5589225589225589,76.84879518072289,165.02530120481927,0.3215430760699702,0.6904824318193274,right,2,1659,0.9993975903614458
volume_84_slice_49.h5,1,84,49,374,709,687,0.9692708333333332,1770,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_49.h5,True,1770,2377,1770,0.0307291666666666,53,99,133,198,47,66,3102,0.5705996131528046,76.99378531073447,164.4960451977401,0.322149729333617,0.6882679715386615,right,1,1770,1.0
volume_84_slice_50.h5,1,84,50,442,764,683,0.9672048611111111,1889,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_50.h5,True,1889,2371,1889,0.0327951388888888,52,99,133,199,48,67,3216,0.5873756218905473,77.38538909475913,163.72631021704606,0.3237882388902056,0.6850473230838747,right,6,1884,0.9973530968766544
volume_84_slice_51.h5,1,84,51,473,908,683,0.9641666666666666,2064,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_51.h5,True,2064,2399,2064,0.0358333333333333,52,100,131,199,49,69,3381,0.6104702750665484,78.11967054263566,163.17151162790697,0.3268605462034964,0.6827259900749245,right,1,2064,1.0
volume_84_slice_52.h5,1,84,52,514,908,685,0.9634201388888888,2107,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_52.h5,True,2107,2447,2107,0.0365798611111111,52,100,128,199,49,72,3528,0.5972222222222222,78.63739914570479,163.03891789273848,0.3290267746682209,0.6821712045721275,right,1,2107,1.0
volume_84_slice_53.h5,1,84,53,534,990,675,0.9618229166666666,2199,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_53.h5,True,2199,2434,2199,0.0381770833333333,52,100,127,200,49,74,3626,0.6064533921676779,78.95725329695316,162.756252842201,0.3303650765562893,0.6809885056159038,right,1,2199,1.0
volume_84_slice_54.h5,1,84,54,539,1019,702,0.9607638888888888,2260,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_54.h5,True,2260,2430,2260,0.0392361111111111,51,100,124,200,50,77,3850,0.587012987012987,79.13362831858407,162.48230088495575,0.3311030473580924,0.6798422631169696,right,2,2258,0.9991150442477876
volume_84_slice_55.h5,1,84,55,535,994,734,0.9607118055555556,2263,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_55.h5,True,2263,2471,2263,0.0392881944444444,52,100,124,199,49,76,3724,0.6076799140708915,79.52319929297393,162.59169244365887,0.3327330514350373,0.6802999683835099,right,3,2260,0.9986743261157756
volume_84_slice_56.h5,1,84,56,546,958,753,0.9608159722222224,2257,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_56.h5,True,2257,2510,2257,0.0391840277777777,53,101,124,199,49,76,3724,0.6060687432867884,79.91094373061586,162.77093486929553,0.3343554130988111,0.6810499366916131,right,2,2256,0.9995569339831636
volume_84_slice_57.h5,1,84,57,555,880,752,0.96203125,2187,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_57.h5,True,2187,2585,2187,0.03796875,54,101,124,199,48,76,3648,0.5995065789473685,80.56424325560128,163.1687242798354,0.3370888839146497,0.6827143275306921,right,2,2186,0.9995427526291724
volume_84_slice_58.h5,1,84,58,552,817,753,0.9631597222222222,2122,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_58.h5,True,2122,2647,2122,0.0368402777777777,54,101,126,200,48,75,3600,0.5894444444444444,81.2224316682375,163.97643732327992,0.3398428103273536,0.6860938800137235,right,3,2118,0.998114985862394
volume_84_slice_59.h5,1,84,59,533,755,779,0.9641145833333332,2067,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_59.h5,True,2067,2696,2067,0.0358854166666666,59,101,127,200,43,74,3182,0.6495914519170333,81.50653120464442,164.53604257377842,0.3410315113165038,0.6884353245764787,right,2,2065,0.9990324141267536
volume_84_slice_60.h5,1,84,60,444,713,864,0.9649131944444445,2021,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_60.h5,True,2021,2729,2021,0.0350868055555555,59,101,127,199,43,73,3139,0.6438356164383562,81.56952003958436,164.66600692726374,0.3412950629271312,0.6889791084822751,right,1,2021,1.0
volume_84_slice_61.h5,1,84,61,427,702,852,0.9656076388888888,1981,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_61.h5,True,1981,2791,1981,0.0343923611111111,59,101,127,199,43,73,3139,0.63109270468302,81.74709742554265,164.65774861181222,0.3420380645420194,0.688944554861139,right,1,1981,1.0
volume_84_slice_62.h5,1,84,62,383,687,857,0.9665451388888888,1927,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_62.h5,True,1927,2848,1927,0.0334548611111111,58,101,127,197,44,71,3124,0.6168373879641486,81.79605604566684,164.49922158796056,0.3422429123249659,0.6882812618743119,right,1,1927,1.0
volume_84_slice_63.h5,1,84,63,361,683,813,0.9677604166666668,1857,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_63.h5,True,1857,2966,1857,0.0322395833333333,59,103,128,196,45,69,3105,0.5980676328502416,82.01723209477652,164.54765751211633,0.3431683351245879,0.6884839226448382,right,2,1854,0.9983844911147012
volume_84_slice_64.h5,1,84,64,329,685,779,0.9688715277777776,1793,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_64.h5,True,1793,3106,1793,0.0311284722222222,60,103,129,195,44,67,2948,0.6082089552238806,82.15783602900167,164.27049637479087,0.3437566361046095,0.6873242526141877,right,1,1793,1.0
volume_84_slice_65.h5,1,84,65,339,757,638,0.9698958333333332,1734,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_65.h5,True,1734,3239,1734,0.0301041666666666,60,103,130,195,44,66,2904,0.5971074380165289,82.48673587081892,164.2964244521338,0.345132786070372,0.6874327382934469,right,1,1734,1.0
volume_84_slice_66.h5,1,84,66,266,839,532,0.971579861111111,1637,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_66.h5,True,1637,3723,1637,0.0284201388888888,61,103,130,192,43,63,2709,0.6042820228866741,83.08979841172878,163.29810629199756,0.3476560603001204,0.6832556748619144,right,2,1636,0.9993891264508248
volume_84_slice_67.h5,1,84,67,220,868,469,0.97296875,1557,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_67.h5,True,1557,4109,1557,0.02703125,61,103,131,191,43,61,2623,0.5935951200914983,83.330122029544,162.7013487475915,0.3486615984499749,0.6807587813706758,right,1,1557,1.0
volume_84_slice_68.h5,1,84,68,153,896,396,0.9749131944444444,1445,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_68.h5,True,1445,4678,1445,0.0250868055555555,62,104,131,190,43,60,2580,0.560077519379845,83.86228373702423,161.86851211072664,0.3508882164729047,0.6772741092499023,right,1,1445,1.0
volume_84_slice_69.h5,1,84,69,133,912,294,0.9767534722222222,1339,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_69.h5,True,1339,5050,1339,0.0232465277777777,62,103,115,189,42,75,3150,0.425079365079365,84.3681852128454,161.12920089619118,0.3530049590495623,0.6741807568878292,right,3,1335,0.9970126960418224
volume_84_slice_70.h5,1,84,70,97,921,196,0.9789236111111111,1214,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_70.h5,True,1214,5373,1214,0.0210763888888888,62,103,115,188,42,74,3108,0.3906048906048906,84.8846787479407,160.86408566721582,0.3551660198658606,0.6730714881473465,right,3,1212,0.99835255354201
volume_84_slice_71.h5,1,84,71,38,869,138,0.9818576388888888,1045,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_71.h5,True,1045,5775,1045,0.0181423611111111,63,103,116,187,41,72,2952,0.3539972899728997,85.38947368421053,160.1492822966507,0.3572781325699185,0.6700806790654842,right,4,1035,0.9904306220095692
volume_84_slice_72.h5,1,84,72,49,736,57,0.9853819444444444,842,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_72.h5,True,842,6184,842,0.0146180555555555,64,102,135,186,39,52,2028,0.4151873767258383,85.99643705463183,158.62826603325416,0.3598177282620579,0.6637165942813982,right,6,821,0.9750593824228028
volume_84_slice_73.h5,1,84,73,21,657,19,0.9878993055555556,697,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_73.h5,True,697,6496,697,0.0121006944444444,69,102,136,185,34,50,1700,0.41,86.51936872309899,158.11764705882354,0.3620057268748912,0.6615801132168349,right,4,690,0.9899569583931134
volume_84_slice_74.h5,1,84,74,9,601,0,0.9894097222222222,610,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_74.h5,True,610,6620,610,0.0105902777777777,73,99,137,180,27,44,1188,0.5134680134680135,86.69016393442622,157.63114754098362,0.3627203511900679,0.6595445503806846,right,2,607,0.9950819672131148
volume_84_slice_75.h5,1,84,75,0,504,0,0.99125,504,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_75.h5,True,504,6743,504,0.00875,74,98,138,179,25,42,1050,0.48,86.75396825396825,157.14285714285714,0.36298731487016,0.657501494321578,right,4,501,0.9940476190476192
volume_84_slice_76.h5,1,84,76,0,395,0,0.9931423611111112,395,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_76.h5,True,395,6780,395,0.0068576388888888,74,96,141,179,23,39,897,0.4403567447045708,85.82784810126583,157.2,0.3591123351517398,0.6577405857740586,right,2,394,0.9974683544303796
volume_84_slice_77.h5,1,84,77,0,342,0,0.9940625,342,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_84_slice_77.h5,True,342,6833,342,0.0059375,76,94,142,180,19,39,741,0.4615384615384615,85.97368421052632,157.78947368421052,0.359722528077516,0.6602070028628055,right,1,342,1.0
volume_85_slice_78.h5,1,85,78,0,345,0,0.9940104166666668,345,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_78.h5,True,345,6868,345,0.0059895833333333,119,144,158,198,26,41,1066,0.3236397748592871,131.4608695652174,169.71304347826086,0.550045479352374,0.7100964162270329,right,2,324,0.9391304347826088
volume_85_slice_79.h5,1,85,79,0,414,0,0.9928125,414,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_79.h5,True,414,6742,414,0.0071875,119,144,156,198,26,43,1118,0.370304114490161,132.1231884057971,170.3671497584541,0.5528166878903644,0.7128332625876741,right,2,372,0.8985507246376812
volume_85_slice_80.h5,1,85,80,0,484,0,0.9915972222222222,484,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_80.h5,True,484,6522,484,0.0084027777777777,119,145,157,199,27,43,1161,0.4168819982773471,131.8409090909091,171.5206611570248,0.551635602890833,0.7176596701130744,right,3,426,0.8801652892561983
volume_85_slice_81.h5,1,85,81,0,552,0,0.9904166666666668,552,/Users/bhanugarg/archive/BraTS2020_H5_Rebuilt/volume_85_slice_81.h5,True,552,6355,552,0.0095833333333333,119,145,156,200,27,45,1215,0.454320987654321,131.8786231884058,172.41304347826087,0.551793402461949,0.72139348735674,right,2,486,0.8804347826086957
