case_id,image_relative_path,label_container_relative_path,label_tensor_key,external_subject_name,external_slice_index,donor_h5_file,mask_pixels,image_height,image_width,image_channel,image_role,label_role,generator_checkpoint,generator_git_commit,posterior_samples
external_s045_r01,external_s045_r01/composite_mean.pt,external_s045_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_045,133,volume_321_slice_92.h5,301,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s045_r02,external_s045_r02/composite_mean.pt,external_s045_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_045,12,volume_326_slice_122.h5,820,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s046_r01,external_s046_r01/composite_mean.pt,external_s046_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_046,23,volume_50_slice_98.h5,353,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s046_r02,external_s046_r02/composite_mean.pt,external_s046_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_046,8,volume_45_slice_112.h5,968,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s047_r01,external_s047_r01/composite_mean.pt,external_s047_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_047,8,volume_177_slice_46.h5,347,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s047_r02,external_s047_r02/composite_mean.pt,external_s047_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_047,114,volume_351_slice_93.h5,377,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s048_r01,external_s048_r01/composite_mean.pt,external_s048_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_048,67,volume_293_slice_91.h5,6326,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s048_r02,external_s048_r02/composite_mean.pt,external_s048_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_048,35,volume_61_slice_72.h5,800,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s049_r01,external_s049_r01/composite_mean.pt,external_s049_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_049,8,volume_100_slice_106.h5,410,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s049_r02,external_s049_r02/composite_mean.pt,external_s049_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_049,30,volume_166_slice_49.h5,1214,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s050_r01,external_s050_r01/composite_mean.pt,external_s050_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_050,99,volume_241_slice_123.h5,2091,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s050_r02,external_s050_r02/composite_mean.pt,external_s050_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_050,24,volume_233_slice_102.h5,328,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s051_r01,external_s051_r01/composite_mean.pt,external_s051_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_051,10,volume_281_slice_122.h5,664,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s051_r02,external_s051_r02/composite_mean.pt,external_s051_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_051,46,volume_114_slice_60.h5,430,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s052_r01,external_s052_r01/composite_mean.pt,external_s052_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_052,10,volume_72_slice_119.h5,365,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s052_r02,external_s052_r02/composite_mean.pt,external_s052_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_052,115,volume_33_slice_106.h5,2385,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s053_r01,external_s053_r01/composite_mean.pt,external_s053_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_053,14,volume_16_slice_121.h5,653,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s053_r02,external_s053_r02/composite_mean.pt,external_s053_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_053,135,volume_70_slice_125.h5,651,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s054_r01,external_s054_r01/composite_mean.pt,external_s054_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_054,11,volume_348_slice_118.h5,661,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s054_r02,external_s054_r02/composite_mean.pt,external_s054_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_054,5,volume_348_slice_69.h5,408,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s055_r01,external_s055_r01/composite_mean.pt,external_s055_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_055,128,volume_38_slice_109.h5,819,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s055_r02,external_s055_r02/composite_mean.pt,external_s055_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_055,31,volume_162_slice_105.h5,1341,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s056_r01,external_s056_r01/composite_mean.pt,external_s056_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_056,38,volume_236_slice_87.h5,2512,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s056_r02,external_s056_r02/composite_mean.pt,external_s056_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_056,11,volume_173_slice_127.h5,455,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s057_r01,external_s057_r01/composite_mean.pt,external_s057_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_057,26,volume_139_slice_100.h5,352,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s057_r02,external_s057_r02/composite_mean.pt,external_s057_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_057,139,volume_260_slice_42.h5,477,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s058_r01,external_s058_r01/composite_mean.pt,external_s058_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_058,126,volume_9_slice_102.h5,1082,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s058_r02,external_s058_r02/composite_mean.pt,external_s058_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_058,118,volume_119_slice_31.h5,359,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s059_r01,external_s059_r01/composite_mean.pt,external_s059_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_059,123,volume_69_slice_128.h5,329,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s059_r02,external_s059_r02/composite_mean.pt,external_s059_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_059,116,volume_203_slice_38.h5,414,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s060_r01,external_s060_r01/composite_mean.pt,external_s060_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_060,131,volume_22_slice_76.h5,352,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s060_r02,external_s060_r02/composite_mean.pt,external_s060_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_060,105,volume_204_slice_48.h5,534,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s061_r01,external_s061_r01/composite_mean.pt,external_s061_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_061,124,volume_47_slice_57.h5,525,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s061_r02,external_s061_r02/composite_mean.pt,external_s061_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_061,14,volume_346_slice_119.h5,725,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s062_r01,external_s062_r01/composite_mean.pt,external_s062_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_062,68,volume_246_slice_67.h5,2069,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s062_r02,external_s062_r02/composite_mean.pt,external_s062_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_062,80,volume_256_slice_52.h5,2401,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s063_r01,external_s063_r01/composite_mean.pt,external_s063_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_063,123,volume_304_slice_43.h5,1006,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s063_r02,external_s063_r02/composite_mean.pt,external_s063_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_063,103,volume_175_slice_83.h5,4201,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s064_r01,external_s064_r01/composite_mean.pt,external_s064_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_064,40,volume_116_slice_58.h5,1855,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s064_r02,external_s064_r02/composite_mean.pt,external_s064_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_064,48,volume_289_slice_107.h5,1871,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s065_r01,external_s065_r01/composite_mean.pt,external_s065_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_065,100,volume_63_slice_87.h5,517,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s065_r02,external_s065_r02/composite_mean.pt,external_s065_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_065,128,volume_157_slice_133.h5,329,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s066_r01,external_s066_r01/composite_mean.pt,external_s066_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_066,7,volume_58_slice_91.h5,505,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s066_r02,external_s066_r02/composite_mean.pt,external_s066_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_066,51,volume_80_slice_76.h5,1248,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s067_r01,external_s067_r01/composite_mean.pt,external_s067_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_067,116,volume_194_slice_76.h5,2320,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s067_r02,external_s067_r02/composite_mean.pt,external_s067_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_067,132,volume_189_slice_131.h5,564,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s068_r01,external_s068_r01/composite_mean.pt,external_s068_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_068,62,volume_360_slice_98.h5,3276,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s068_r02,external_s068_r02/composite_mean.pt,external_s068_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_068,15,volume_326_slice_68.h5,1227,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s069_r01,external_s069_r01/composite_mean.pt,external_s069_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_069,25,volume_325_slice_41.h5,471,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s069_r02,external_s069_r02/composite_mean.pt,external_s069_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_069,110,volume_341_slice_63.h5,542,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s070_r01,external_s070_r01/composite_mean.pt,external_s070_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_070,32,volume_244_slice_113.h5,664,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s070_r02,external_s070_r02/composite_mean.pt,external_s070_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_070,36,volume_139_slice_99.h5,437,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s071_r01,external_s071_r01/composite_mean.pt,external_s071_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_071,23,volume_54_slice_89.h5,1205,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s071_r02,external_s071_r02/composite_mean.pt,external_s071_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_071,18,volume_10_slice_117.h5,375,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s072_r01,external_s072_r01/composite_mean.pt,external_s072_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_072,93,volume_352_slice_113.h5,873,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s072_r02,external_s072_r02/composite_mean.pt,external_s072_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_072,92,volume_276_slice_81.h5,608,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s073_r01,external_s073_r01/composite_mean.pt,external_s073_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_073,54,volume_254_slice_116.h5,1411,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s073_r02,external_s073_r02/composite_mean.pt,external_s073_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_073,40,volume_177_slice_62.h5,455,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s074_r01,external_s074_r01/composite_mean.pt,external_s074_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_074,11,volume_4_slice_111.h5,673,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s074_r02,external_s074_r02/composite_mean.pt,external_s074_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_074,17,volume_201_slice_61.h5,2184,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s075_r01,external_s075_r01/composite_mean.pt,external_s075_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_075,132,volume_66_slice_127.h5,309,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s075_r02,external_s075_r02/composite_mean.pt,external_s075_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_075,124,volume_188_slice_96.h5,516,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s076_r01,external_s076_r01/composite_mean.pt,external_s076_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_076,137,volume_369_slice_140.h5,640,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s076_r02,external_s076_r02/composite_mean.pt,external_s076_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_076,36,volume_129_slice_52.h5,1492,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s077_r01,external_s077_r01/composite_mean.pt,external_s077_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_077,17,volume_222_slice_85.h5,336,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s077_r02,external_s077_r02/composite_mean.pt,external_s077_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_077,126,volume_248_slice_92.h5,2183,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s078_r01,external_s078_r01/composite_mean.pt,external_s078_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_078,51,volume_7_slice_42.h5,409,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s078_r02,external_s078_r02/composite_mean.pt,external_s078_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_078,21,volume_132_slice_121.h5,1409,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s079_r01,external_s079_r01/composite_mean.pt,external_s079_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_079,10,volume_268_slice_66.h5,391,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s079_r02,external_s079_r02/composite_mean.pt,external_s079_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_079,1,volume_326_slice_121.h5,1064,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s080_r01,external_s080_r01/composite_mean.pt,external_s080_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_080,86,volume_101_slice_40.h5,1013,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s080_r02,external_s080_r02/composite_mean.pt,external_s080_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_080,98,volume_178_slice_74.h5,2157,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s081_r01,external_s081_r01/composite_mean.pt,external_s081_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_081,127,volume_312_slice_53.h5,888,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s081_r02,external_s081_r02/composite_mean.pt,external_s081_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_081,11,volume_239_slice_87.h5,1660,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s082_r01,external_s082_r01/composite_mean.pt,external_s082_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_082,116,volume_147_slice_91.h5,2429,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s082_r02,external_s082_r02/composite_mean.pt,external_s082_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_082,103,volume_44_slice_92.h5,567,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s083_r01,external_s083_r01/composite_mean.pt,external_s083_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_083,59,volume_85_slice_106.h5,916,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s083_r02,external_s083_r02/composite_mean.pt,external_s083_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_083,67,volume_253_slice_70.h5,1075,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s084_r01,external_s084_r01/composite_mean.pt,external_s084_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_084,10,volume_58_slice_90.h5,613,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s084_r02,external_s084_r02/composite_mean.pt,external_s084_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_084,137,volume_125_slice_133.h5,420,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s085_r01,external_s085_r01/composite_mean.pt,external_s085_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_085,29,volume_3_slice_93.h5,938,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s085_r02,external_s085_r02/composite_mean.pt,external_s085_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_085,51,volume_174_slice_99.h5,2215,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s086_r01,external_s086_r01/composite_mean.pt,external_s086_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_086,86,volume_319_slice_99.h5,441,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s086_r02,external_s086_r02/composite_mean.pt,external_s086_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_086,97,volume_127_slice_78.h5,742,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s087_r01,external_s087_r01/composite_mean.pt,external_s087_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_087,35,volume_78_slice_61.h5,896,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s087_r02,external_s087_r02/composite_mean.pt,external_s087_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_087,68,volume_248_slice_103.h5,1717,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s088_r01,external_s088_r01/composite_mean.pt,external_s088_r01/posterior_samples.pt,transferred_mask,BraTS20_Validation_088,43,volume_221_slice_89.h5,2517,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
external_s088_r02,external_s088_r02/composite_mean.pt,external_s088_r02/posterior_samples.pt,transferred_mask,BraTS20_Validation_088,60,volume_327_slice_61.h5,873,240,240,FLAIR,synthetic,prescribed_whole_tumor_mask,checkpoints/br_lora_full_train/final.pt,f45355ea88500a335ac575dfe30db1912935e7f9,100
