h5_relative_path,volume,slice_index,label0_pxl_cnt,label1_pxl_cnt,label2_pxl_cnt,whole_tumor_pixels,has_tumor,eligible_br_lora_slice,image_channel,image_channel_index,label_rule,image_role,source_cohort,downstream_split,common_real_training,is_synthetic_library_donor
volume_11_slice_146.h5,11,146,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_11_slice_147.h5,11,147,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_11_slice_148.h5,11,148,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_11_slice_149.h5,11,149,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_11_slice_150.h5,11,150,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_11_slice_151.h5,11,151,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_11_slice_152.h5,11,152,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_11_slice_153.h5,11,153,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_11_slice_154.h5,11,154,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_0.h5,12,0,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_1.h5,12,1,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_2.h5,12,2,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_3.h5,12,3,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_4.h5,12,4,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_5.h5,12,5,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_6.h5,12,6,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_7.h5,12,7,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_8.h5,12,8,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_9.h5,12,9,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_10.h5,12,10,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_11.h5,12,11,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_12.h5,12,12,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_13.h5,12,13,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_14.h5,12,14,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_15.h5,12,15,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_16.h5,12,16,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_17.h5,12,17,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_18.h5,12,18,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_19.h5,12,19,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_20.h5,12,20,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_21.h5,12,21,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_22.h5,12,22,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_23.h5,12,23,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_24.h5,12,24,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_25.h5,12,25,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_26.h5,12,26,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_27.h5,12,27,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_28.h5,12,28,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_29.h5,12,29,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_30.h5,12,30,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_31.h5,12,31,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_32.h5,12,32,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_33.h5,12,33,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_34.h5,12,34,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_35.h5,12,35,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_36.h5,12,36,0,1,0,1,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_37.h5,12,37,0,8,0,8,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_38.h5,12,38,0,39,0,39,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_39.h5,12,39,0,105,0,105,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_40.h5,12,40,0,150,0,150,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_41.h5,12,41,0,210,0,210,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_44.h5,12,44,0,306,0,306,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_45.h5,12,45,0,299,0,299,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_47.h5,12,47,0,235,0,235,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_48.h5,12,48,0,212,0,212,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_49.h5,12,49,0,236,0,236,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_50.h5,12,50,0,287,0,287,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_52.h5,12,52,0,419,0,419,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_67.h5,12,67,229,861,309,1399,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_81.h5,12,81,0,258,1,259,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_82.h5,12,82,0,137,0,137,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_83.h5,12,83,0,17,0,17,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_84.h5,12,84,0,3,0,3,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_85.h5,12,85,0,2,0,2,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_86.h5,12,86,0,2,0,2,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_87.h5,12,87,0,2,0,2,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_88.h5,12,88,0,1,0,1,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_89.h5,12,89,0,2,0,2,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_90.h5,12,90,0,2,0,2,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_91.h5,12,91,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_92.h5,12,92,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_93.h5,12,93,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_94.h5,12,94,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_95.h5,12,95,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_96.h5,12,96,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_97.h5,12,97,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_98.h5,12,98,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_99.h5,12,99,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_100.h5,12,100,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_101.h5,12,101,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_102.h5,12,102,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_103.h5,12,103,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_104.h5,12,104,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_105.h5,12,105,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_106.h5,12,106,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_107.h5,12,107,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_108.h5,12,108,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_109.h5,12,109,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_110.h5,12,110,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_111.h5,12,111,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_112.h5,12,112,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_113.h5,12,113,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_114.h5,12,114,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_115.h5,12,115,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_116.h5,12,116,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_117.h5,12,117,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_118.h5,12,118,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_119.h5,12,119,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_120.h5,12,120,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_121.h5,12,121,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_122.h5,12,122,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_123.h5,12,123,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_124.h5,12,124,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_125.h5,12,125,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_126.h5,12,126,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_127.h5,12,127,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_128.h5,12,128,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_129.h5,12,129,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_130.h5,12,130,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_131.h5,12,131,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_132.h5,12,132,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_133.h5,12,133,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_134.h5,12,134,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_135.h5,12,135,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_136.h5,12,136,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_137.h5,12,137,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_138.h5,12,138,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_139.h5,12,139,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_140.h5,12,140,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_141.h5,12,141,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_142.h5,12,142,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_143.h5,12,143,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_144.h5,12,144,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_145.h5,12,145,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_146.h5,12,146,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_147.h5,12,147,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_148.h5,12,148,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_149.h5,12,149,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_150.h5,12,150,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_151.h5,12,151,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_152.h5,12,152,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_153.h5,12,153,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_12_slice_154.h5,12,154,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_0.h5,13,0,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_1.h5,13,1,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_2.h5,13,2,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_3.h5,13,3,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_4.h5,13,4,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_5.h5,13,5,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_6.h5,13,6,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_7.h5,13,7,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_8.h5,13,8,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_9.h5,13,9,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_10.h5,13,10,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_11.h5,13,11,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_12.h5,13,12,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_13.h5,13,13,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_14.h5,13,14,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_15.h5,13,15,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_16.h5,13,16,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_17.h5,13,17,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_18.h5,13,18,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_19.h5,13,19,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_20.h5,13,20,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_21.h5,13,21,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_22.h5,13,22,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_23.h5,13,23,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_24.h5,13,24,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_25.h5,13,25,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_26.h5,13,26,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_27.h5,13,27,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_28.h5,13,28,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_29.h5,13,29,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_30.h5,13,30,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_31.h5,13,31,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_32.h5,13,32,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_33.h5,13,33,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_34.h5,13,34,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_35.h5,13,35,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_36.h5,13,36,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_37.h5,13,37,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_38.h5,13,38,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_39.h5,13,39,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_40.h5,13,40,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_41.h5,13,41,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_42.h5,13,42,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_43.h5,13,43,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_44.h5,13,44,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_45.h5,13,45,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_46.h5,13,46,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_47.h5,13,47,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_48.h5,13,48,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_49.h5,13,49,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_50.h5,13,50,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_51.h5,13,51,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_52.h5,13,52,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_53.h5,13,53,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_54.h5,13,54,0,0,0,0,False,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_55.h5,13,55,0,7,0,7,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_56.h5,13,56,0,21,0,21,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_57.h5,13,57,0,30,0,30,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_58.h5,13,58,0,40,0,40,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_59.h5,13,59,0,55,0,55,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_60.h5,13,60,0,65,0,65,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_61.h5,13,61,0,82,0,82,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_62.h5,13,62,0,104,0,104,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_63.h5,13,63,0,138,0,138,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_64.h5,13,64,0,181,0,181,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_65.h5,13,65,0,229,0,229,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_66.h5,13,66,0,236,0,236,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_67.h5,13,67,0,254,0,254,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_68.h5,13,68,0,264,0,264,True,False,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_75.h5,13,75,358,666,182,1206,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_84.h5,13,84,622,818,176,1616,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_88.h5,13,88,509,753,147,1409,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_91.h5,13,91,378,739,142,1259,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_92.h5,13,92,321,800,126,1247,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_94.h5,13,94,194,927,99,1220,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_96.h5,13,96,93,1063,80,1236,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
volume_13_slice_97.h5,13,97,65,1103,56,1224,True,True,FLAIR,0,max(mask_channels) > 0,real,BraTS2020_training,train,True,False
