library_index,library_case_id,batch_id,case_status,source_case_id,external_subject_name,external_subject_numeric_id,external_slice_index,external_modality,external_brain_pixels,training_compatible_donor_count,final_base_use_index,donor_volume,donor_slice_index,donor_h5_file,donor_mask_pixels,donor_tumor_area_pixels,donor_bbox_area,donor_component_count,donor_largest_component_fraction,donor_centroid_x_normalized,donor_centroid_y_normalized,donor_centroid_laterality,candidate_donors_before_uniqueness,pair_key
4751,synthetic_004751,batch_0020,planned,,BraTS20_Validation_058,58,57,flair,14365.0,16709.0,1.0,127,53,volume_127_slice_53.h5,1111,1111.0,1782.0,1.0,1.0,0.6676860154634711,0.6865841395855067,right,16472.0,BraTS20_Validation_058|slice_57|volume_127_slice_53.h5
4840,synthetic_004840,batch_0020,planned,,BraTS20_Validation_059,59,117,flair,6726.0,4280.0,2.0,347,74,volume_347_slice_74.h5,349,349.0,851.0,2.0,0.9512893982808024,0.3848413278824136,0.4443418733740154,left,4163.0,BraTS20_Validation_059|slice_117|volume_347_slice_74.h5
4841,synthetic_004841,batch_0020,planned,,BraTS20_Validation_059,59,118,flair,6291.0,3535.0,2.0,150,97,volume_150_slice_97.h5,1705,1705.0,3105.0,1.0,1.0,0.5032822488619492,0.6152566289156921,midline,3431.0,BraTS20_Validation_059|slice_118|volume_150_slice_97.h5
4842,synthetic_004842,batch_0020,planned,,BraTS20_Validation_059,59,118,flair,6291.0,3535.0,1.0,167,43,volume_167_slice_43.h5,686,686.0,2030.0,5.0,0.924198250728863,0.4706503043536602,0.6154531148980812,midline,3431.0,BraTS20_Validation_059|slice_118|volume_167_slice_43.h5
4843,synthetic_004843,batch_0020,planned,,BraTS20_Validation_059,59,119,flair,5653.0,2649.0,2.0,157,100,volume_157_slice_100.h5,2638,2638.0,5074.0,2.0,0.9988627748294162,0.4807052382145723,0.4351559600432684,midline,2559.0,BraTS20_Validation_059|slice_119|volume_157_slice_100.h5
4844,synthetic_004844,batch_0020,planned,,BraTS20_Validation_059,59,119,flair,5653.0,2649.0,1.0,161,114,volume_161_slice_114.h5,412,412.0,884.0,5.0,0.7572815533980582,0.4048828045659503,0.4117479790388756,left,2559.0,BraTS20_Validation_059|slice_119|volume_161_slice_114.h5
4845,synthetic_004845,batch_0020,planned,,BraTS20_Validation_059,59,120,flair,4884.0,1758.0,2.0,147,112,volume_147_slice_112.h5,653,653.0,1092.0,1.0,1.0,0.456489840901664,0.5854088308226595,midline,1685.0,BraTS20_Validation_059|slice_120|volume_147_slice_112.h5
4846,synthetic_004846,batch_0020,planned,,BraTS20_Validation_059,59,120,flair,4884.0,1758.0,1.0,174,122,volume_174_slice_122.h5,730,730.0,1292.0,1.0,1.0,0.5035421562446266,0.5958502894480426,midline,1685.0,BraTS20_Validation_059|slice_120|volume_174_slice_122.h5
4847,synthetic_004847,batch_0020,planned,,BraTS20_Validation_059,59,121,flair,4373.0,1349.0,2.0,176,130,volume_176_slice_130.h5,1024,1024.0,1620.0,2.0,0.98828125,0.5366599110878661,0.4195663899058577,midline,1284.0,BraTS20_Validation_059|slice_121|volume_176_slice_130.h5
4848,synthetic_004848,batch_0020,planned,,BraTS20_Validation_059,59,121,flair,4373.0,1349.0,1.0,230,120,volume_230_slice_120.h5,1335,1335.0,2450.0,3.0,0.9116104868913858,0.4795135787378747,0.573218623164559,midline,1284.0,BraTS20_Validation_059|slice_121|volume_230_slice_120.h5
4849,synthetic_004849,batch_0020,planned,,BraTS20_Validation_059,59,122,flair,3823.0,1002.0,1.0,313,69,volume_313_slice_69.h5,325,325.0,868.0,2.0,0.9907692307692308,0.4833086578693273,0.4123978113936273,midline,951.0,BraTS20_Validation_059|slice_122|volume_313_slice_69.h5
4850,synthetic_004850,batch_0020,planned,,BraTS20_Validation_059,59,124,flair,2402.0,315.0,1.0,172,90,volume_172_slice_90.h5,662,662.0,1537.0,2.0,0.9924471299093656,0.5666043054519713,0.5667243929262158,right,291.0,BraTS20_Validation_059|slice_124|volume_172_slice_90.h5
4851,synthetic_004851,batch_0020,planned,,BraTS20_Validation_059,59,125,flair,1714.0,113.0,1.0,321,137,volume_321_slice_137.h5,1079,1079.0,1500.0,1.0,1.0,0.5633761308510514,0.5473260922673636,right,102.0,BraTS20_Validation_059|slice_125|volume_321_slice_137.h5
4852,synthetic_004852,batch_0020,planned,,BraTS20_Validation_059,59,126,flair,957.0,15.0,1.0,254,125,volume_254_slice_125.h5,503,503.0,897.0,1.0,1.0,0.5598542635400983,0.5432509545239026,right,13.0,BraTS20_Validation_059|slice_126|volume_254_slice_125.h5
4853,synthetic_004853,batch_0020,planned,,BraTS20_Validation_060,60,2,flair,1689.0,39.0,1.0,333,127,volume_333_slice_127.h5,335,335.0,756.0,1.0,1.0,0.6609005183288578,0.6165990133016923,right,34.0,BraTS20_Validation_060|slice_2|volume_333_slice_127.h5
4854,synthetic_004854,batch_0020,planned,,BraTS20_Validation_060,60,3,flair,2093.0,109.0,1.0,279,123,volume_279_slice_123.h5,734,734.0,1394.0,4.0,0.9741144414168936,0.6773967370857228,0.4185240500267919,right,98.0,BraTS20_Validation_060|slice_3|volume_279_slice_123.h5
4855,synthetic_004855,batch_0020,planned,,BraTS20_Validation_060,60,4,flair,2382.0,196.0,1.0,333,124,volume_333_slice_124.h5,712,712.0,1350.0,1.0,1.0,0.6603826806450097,0.6134702176672465,right,177.0,BraTS20_Validation_060|slice_4|volume_333_slice_124.h5
4856,synthetic_004856,batch_0020,planned,,BraTS20_Validation_060,60,5,flair,2698.0,347.0,1.0,255,97,volume_255_slice_97.h5,1039,1039.0,1638.0,1.0,1.0,0.6755328788141156,0.6367685374978355,right,317.0,BraTS20_Validation_060|slice_5|volume_255_slice_97.h5
4857,synthetic_004857,batch_0020,planned,,BraTS20_Validation_060,60,6,flair,2951.0,534.0,1.0,246,85,volume_246_slice_85.h5,953,953.0,2024.0,1.0,1.0,0.6586687272519725,0.6339768271962136,right,490.0,BraTS20_Validation_060|slice_6|volume_246_slice_85.h5
4858,synthetic_004858,batch_0020,planned,,BraTS20_Validation_060,60,7,flair,3179.0,748.0,1.0,253,77,volume_253_slice_77.h5,675,675.0,1080.0,1.0,1.0,0.644729583139625,0.6499984503331783,right,689.0,BraTS20_Validation_060|slice_7|volume_253_slice_77.h5
4859,synthetic_004859,batch_0020,planned,,BraTS20_Validation_060,60,8,flair,3492.0,1024.0,1.0,279,121,volume_279_slice_121.h5,1055,1055.0,1716.0,1.0,1.0,0.6718118542901902,0.4010033909060262,right,953.0,BraTS20_Validation_060|slice_8|volume_279_slice_121.h5
4860,synthetic_004860,batch_0020,planned,,BraTS20_Validation_060,60,9,flair,3735.0,1293.0,1.0,254,59,volume_254_slice_59.h5,428,428.0,1080.0,3.0,0.9953271028037384,0.6950103624916905,0.6207132522582411,right,1220.0,BraTS20_Validation_060|slice_9|volume_254_slice_59.h5
4861,synthetic_004861,batch_0020,planned,,BraTS20_Validation_060,60,10,flair,3926.0,1517.0,1.0,283,120,volume_283_slice_120.h5,1196,1196.0,1620.0,1.0,1.0,0.6687528861896699,0.4427100096556163,right,1439.0,BraTS20_Validation_060|slice_10|volume_283_slice_120.h5
4862,synthetic_004862,batch_0020,planned,,BraTS20_Validation_060,60,11,flair,4117.0,1709.0,1.0,254,68,volume_254_slice_68.h5,1822,1822.0,3504.0,1.0,1.0,0.6664775937059373,0.6061204524891034,right,1629.0,BraTS20_Validation_060|slice_11|volume_254_slice_68.h5
4863,synthetic_004863,batch_0020,planned,,BraTS20_Validation_060,60,12,flair,4277.0,1897.0,1.0,326,74,volume_326_slice_74.h5,1512,1512.0,2009.0,1.0,1.0,0.6845763875052577,0.5677259746297403,right,1811.0,BraTS20_Validation_060|slice_12|volume_326_slice_74.h5
4864,synthetic_004864,batch_0020,planned,,BraTS20_Validation_060,60,13,flair,4416.0,2080.0,1.0,4,105,volume_4_slice_105.h5,1198,1198.0,2806.0,2.0,0.6018363939899833,0.6625093426282297,0.6396993594624234,right,1988.0,BraTS20_Validation_060|slice_13|volume_4_slice_105.h5
4865,synthetic_004865,batch_0020,planned,,BraTS20_Validation_060,60,14,flair,4617.0,2315.0,1.0,3,79,volume_3_slice_79.h5,660,660.0,2058.0,3.0,0.646969696969697,0.6622606821351591,0.6473817674654494,right,2218.0,BraTS20_Validation_060|slice_14|volume_3_slice_79.h5
4866,synthetic_004866,batch_0020,planned,,BraTS20_Validation_060,60,15,flair,4780.0,2448.0,1.0,5,101,volume_5_slice_101.h5,587,587.0,1750.0,2.0,0.889267461669506,0.7162367331228215,0.6631335847119956,right,2348.0,BraTS20_Validation_060|slice_15|volume_5_slice_101.h5
4867,synthetic_004867,batch_0020,planned,,BraTS20_Validation_060,60,16,flair,4917.0,2572.0,1.0,5,102,volume_5_slice_102.h5,558,558.0,1666.0,2.0,0.8763440860215054,0.7173557685097705,0.6612603290292588,right,2468.0,BraTS20_Validation_060|slice_16|volume_5_slice_102.h5
4868,synthetic_004868,batch_0020,planned,,BraTS20_Validation_060,60,17,flair,5022.0,2697.0,1.0,213,43,volume_213_slice_43.h5,1380,1380.0,3276.0,6.0,0.9884057971014492,0.6955975986901946,0.6425504820811352,right,2589.0,BraTS20_Validation_060|slice_17|volume_213_slice_43.h5
4869,synthetic_004869,batch_0020,planned,,BraTS20_Validation_060,60,18,flair,5123.0,2800.0,1.0,213,69,volume_213_slice_69.h5,1282,1282.0,3196.0,3.0,0.9430577223088924,0.6676251150464428,0.6430231267828119,right,2690.0,BraTS20_Validation_060|slice_18|volume_213_slice_69.h5
4870,synthetic_004870,batch_0020,planned,,BraTS20_Validation_060,60,19,flair,5255.0,2935.0,1.0,87,80,volume_87_slice_80.h5,661,661.0,1050.0,1.0,1.0,0.6791092486976118,0.6908006760392205,right,2824.0,BraTS20_Validation_060|slice_19|volume_87_slice_80.h5
4871,synthetic_004871,batch_0020,planned,,BraTS20_Validation_060,60,20,flair,5401.0,3096.0,1.0,233,90,volume_233_slice_90.h5,492,492.0,800.0,1.0,1.0,0.7277528319216247,0.6805626424465081,right,2982.0,BraTS20_Validation_060|slice_20|volume_233_slice_90.h5
4872,synthetic_004872,batch_0020,planned,,BraTS20_Validation_060,60,21,flair,5474.0,3174.0,1.0,7,72,volume_7_slice_72.h5,740,740.0,1972.0,5.0,0.9648648648648648,0.6321723397037204,0.6593294130951035,right,3060.0,BraTS20_Validation_060|slice_21|volume_7_slice_72.h5
4873,synthetic_004873,batch_0020,planned,,BraTS20_Validation_060,60,22,flair,5549.0,3238.0,1.0,333,108,volume_333_slice_108.h5,2815,2815.0,4070.0,1.0,1.0,0.6720334133489897,0.6267693245241794,right,3122.0,BraTS20_Validation_060|slice_22|volume_333_slice_108.h5
4874,synthetic_004874,batch_0020,planned,,BraTS20_Validation_060,60,23,flair,5619.0,3306.0,1.0,169,73,volume_169_slice_73.h5,663,663.0,1044.0,1.0,1.0,0.6219226667171536,0.6511608827631471,right,3187.0,BraTS20_Validation_060|slice_23|volume_169_slice_73.h5
4875,synthetic_004875,batch_0020,planned,,BraTS20_Validation_060,60,24,flair,5649.0,3314.0,1.0,369,47,volume_369_slice_47.h5,331,331.0,625.0,1.0,1.0,0.6662453071079144,0.6942193682134776,right,3195.0,BraTS20_Validation_060|slice_24|volume_369_slice_47.h5
4876,synthetic_004876,batch_0020,planned,,BraTS20_Validation_060,60,25,flair,5737.0,3437.0,1.0,4,71,volume_4_slice_71.h5,1935,1935.0,2867.0,2.0,0.999483204134367,0.6739450553014823,0.6520233963651304,right,3316.0,BraTS20_Validation_060|slice_25|volume_4_slice_71.h5
4877,synthetic_004877,batch_0020,planned,,BraTS20_Validation_060,60,26,flair,5831.0,3552.0,1.0,369,53,volume_369_slice_53.h5,973,973.0,2730.0,1.0,1.0,0.6981943435090541,0.6762503923937957,right,3431.0,BraTS20_Validation_060|slice_26|volume_369_slice_53.h5
4878,synthetic_004878,batch_0020,planned,,BraTS20_Validation_060,60,27,flair,5921.0,3579.0,1.0,203,89,volume_203_slice_89.h5,660,660.0,2632.0,4.0,0.7666666666666667,0.6572524407252441,0.6500697350069735,right,3458.0,BraTS20_Validation_060|slice_27|volume_203_slice_89.h5
4879,synthetic_004879,batch_0020,planned,,BraTS20_Validation_060,60,28,flair,6072.0,3609.0,1.0,333,110,volume_333_slice_110.h5,2600,2600.0,3744.0,1.0,1.0,0.6705535886707436,0.625894753781783,right,3488.0,BraTS20_Validation_060|slice_28|volume_333_slice_110.h5
4880,synthetic_004880,batch_0020,planned,,BraTS20_Validation_060,60,29,flair,6328.0,3612.0,1.0,202,76,volume_202_slice_76.h5,1907,1907.0,3038.0,1.0,1.0,0.7285666329510524,0.6243239507386352,right,3491.0,BraTS20_Validation_060|slice_29|volume_202_slice_76.h5
4881,synthetic_004881,batch_0020,planned,,BraTS20_Validation_060,60,30,flair,6624.0,3589.0,1.0,356,83,volume_356_slice_83.h5,955,955.0,1680.0,2.0,0.9225130890052357,0.7497688886941664,0.6340817980678657,right,3467.0,BraTS20_Validation_060|slice_30|volume_356_slice_83.h5
4882,synthetic_004882,batch_0020,planned,,BraTS20_Validation_060,60,31,flair,6924.0,3746.0,1.0,170,77,volume_170_slice_77.h5,1042,1042.0,2080.0,2.0,0.9990403071017274,0.643877641163196,0.6493988869168561,right,3620.0,BraTS20_Validation_060|slice_31|volume_170_slice_77.h5
4883,synthetic_004883,batch_0020,planned,,BraTS20_Validation_060,60,32,flair,7364.0,4040.0,1.0,220,63,volume_220_slice_63.h5,461,461.0,3800.0,9.0,0.9544468546637744,0.6811279826464208,0.3625373256246653,right,3912.0,BraTS20_Validation_060|slice_32|volume_220_slice_63.h5
4884,synthetic_004884,batch_0020,planned,,BraTS20_Validation_060,60,33,flair,7743.0,4372.0,1.0,127,54,volume_127_slice_54.h5,1189,1189.0,1836.0,1.0,1.0,0.6698889049199249,0.6838030622406931,right,4242.0,BraTS20_Validation_060|slice_33|volume_127_slice_54.h5
4885,synthetic_004885,batch_0020,planned,,BraTS20_Validation_060,60,33,flair,7743.0,4372.0,2.0,191,76,volume_191_slice_76.h5,3223,3223.0,6693.0,6.0,0.9981383803909402,0.6434336366362585,0.4006934987413946,right,4242.0,BraTS20_Validation_060|slice_33|volume_191_slice_76.h5
4886,synthetic_004886,batch_0020,planned,,BraTS20_Validation_060,60,104,flair,13921.0,17138.0,1.0,138,112,volume_138_slice_112.h5,1524,1524.0,3440.0,3.0,0.9678477690288714,0.4591693297752007,0.4185884975675112,midline,16891.0,BraTS20_Validation_060|slice_104|volume_138_slice_112.h5
4887,synthetic_004887,batch_0020,planned,,BraTS20_Validation_060,60,104,flair,13921.0,17138.0,2.0,158,47,volume_158_slice_47.h5,1677,1677.0,3135.0,3.0,0.9952295766249256,0.4664610793831383,0.6808656621831672,midline,16891.0,BraTS20_Validation_060|slice_104|volume_158_slice_47.h5
4888,synthetic_004888,batch_0020,planned,,BraTS20_Validation_060,60,105,flair,13663.0,17035.0,2.0,152,61,volume_152_slice_61.h5,529,529.0,2394.0,2.0,0.7485822306238186,0.3987155048999058,0.4694418299309505,left,16788.0,BraTS20_Validation_060|slice_105|volume_152_slice_61.h5
4889,synthetic_004889,batch_0020,planned,,BraTS20_Validation_060,60,106,flair,13390.0,16848.0,1.0,157,112,volume_157_slice_112.h5,2429,2429.0,5187.0,2.0,0.5125566076574722,0.4639287135398454,0.4134749048715744,midline,16602.0,BraTS20_Validation_060|slice_106|volume_157_slice_112.h5
4890,synthetic_004890,batch_0020,planned,,BraTS20_Validation_060,60,106,flair,13390.0,16848.0,2.0,187,78,volume_187_slice_78.h5,1919,1919.0,3540.0,3.0,0.8994267847837415,0.528461258369836,0.3704182574170211,midline,16602.0,BraTS20_Validation_060|slice_106|volume_187_slice_78.h5
4891,synthetic_004891,batch_0020,planned,,BraTS20_Validation_060,60,107,flair,13095.0,16668.0,1.0,137,65,volume_137_slice_65.h5,4479,4479.0,6976.0,1.0,1.0,0.6435396798261716,0.3532458773205689,right,16424.0,BraTS20_Validation_060|slice_107|volume_137_slice_65.h5
4892,synthetic_004892,batch_0020,planned,,BraTS20_Validation_060,60,107,flair,13095.0,16668.0,2.0,148,93,volume_148_slice_93.h5,1565,1565.0,2562.0,3.0,0.9936102236421726,0.3432165439063189,0.5871375673399548,left,16424.0,BraTS20_Validation_060|slice_107|volume_148_slice_93.h5
4893,synthetic_004893,batch_0020,planned,,BraTS20_Validation_060,60,108,flair,12818.0,16396.0,2.0,118,100,volume_118_slice_100.h5,688,688.0,1591.0,2.0,0.9883720930232558,0.4991668288411015,0.3398000389218643,midline,16156.0,BraTS20_Validation_060|slice_108|volume_118_slice_100.h5
4894,synthetic_004894,batch_0020,planned,,BraTS20_Validation_060,60,108,flair,12818.0,16396.0,1.0,122,85,volume_122_slice_85.h5,849,849.0,1155.0,1.0,1.0,0.5701366609005919,0.7025937479978906,right,16156.0,BraTS20_Validation_060|slice_108|volume_122_slice_85.h5
4895,synthetic_004895,batch_0020,planned,,BraTS20_Validation_060,60,109,flair,12539.0,16092.0,1.0,141,108,volume_141_slice_108.h5,757,757.0,1116.0,1.0,1.0,0.4510813992693024,0.6594960286972912,midline,15853.0,BraTS20_Validation_060|slice_109|volume_141_slice_108.h5
4896,synthetic_004896,batch_0020,planned,,BraTS20_Validation_060,60,109,flair,12539.0,16092.0,2.0,147,49,volume_147_slice_49.h5,874,874.0,1258.0,1.0,1.0,0.49255574811141,0.6440259280181535,midline,15853.0,BraTS20_Validation_060|slice_109|volume_147_slice_49.h5
4897,synthetic_004897,batch_0020,planned,,BraTS20_Validation_060,60,110,flair,12168.0,15702.0,1.0,147,85,volume_147_slice_85.h5,2800,2800.0,4015.0,1.0,1.0,0.4619246861924686,0.6056799163179916,midline,15468.0,BraTS20_Validation_060|slice_110|volume_147_slice_85.h5
4898,synthetic_004898,batch_0020,planned,,BraTS20_Validation_060,60,110,flair,12168.0,15702.0,2.0,156,82,volume_156_slice_82.h5,2379,2379.0,3408.0,1.0,1.0,0.5624616369523427,0.6293157879000529,right,15468.0,BraTS20_Validation_060|slice_110|volume_156_slice_82.h5
4899,synthetic_004899,batch_0020,planned,,BraTS20_Validation_060,60,111,flair,11802.0,15175.0,1.0,152,66,volume_152_slice_66.h5,1131,1131.0,2760.0,1.0,1.0,0.4024061352008257,0.44938200355889,left,14947.0,BraTS20_Validation_060|slice_111|volume_152_slice_66.h5
4900,synthetic_004900,batch_0020,planned,,BraTS20_Validation_060,60,111,flair,11802.0,15175.0,2.0,303,105,volume_303_slice_105.h5,1117,1117.0,1525.0,1.0,1.0,0.3452912950483775,0.5377112184085435,left,14947.0,BraTS20_Validation_060|slice_111|volume_303_slice_105.h5
4901,synthetic_004901,batch_0020,planned,,BraTS20_Validation_060,60,112,flair,11481.0,14627.0,2.0,148,101,volume_148_slice_101.h5,1298,1298.0,2537.0,3.0,0.9768875192604006,0.3538304826865922,0.5666973973477059,left,14401.0,BraTS20_Validation_060|slice_112|volume_148_slice_101.h5
4902,synthetic_004902,batch_0020,planned,,BraTS20_Validation_060,60,112,flair,11481.0,14627.0,1.0,323,40,volume_323_slice_40.h5,1918,1918.0,3655.0,4.0,0.6261730969760166,0.556594430216273,0.3309693238685695,right,14401.0,BraTS20_Validation_060|slice_112|volume_323_slice_40.h5
4903,synthetic_004903,batch_0020,planned,,BraTS20_Validation_060,60,113,flair,11078.0,13813.0,1.0,111,77,volume_111_slice_77.h5,377,377.0,1209.0,4.0,0.4297082228116711,0.5655638546996216,0.3767910058488618,right,13592.0,BraTS20_Validation_060|slice_113|volume_111_slice_77.h5
4904,synthetic_004904,batch_0020,planned,,BraTS20_Validation_060,60,113,flair,11078.0,13813.0,2.0,146,46,volume_146_slice_46.h5,732,732.0,1517.0,2.0,0.9590163934426228,0.5202460159590279,0.2971340055330727,midline,13592.0,BraTS20_Validation_060|slice_113|volume_146_slice_46.h5
4905,synthetic_004905,batch_0020,planned,,BraTS20_Validation_060,60,114,flair,10761.0,13168.0,1.0,118,69,volume_118_slice_69.h5,1194,1194.0,2331.0,1.0,1.0,0.4863018018965119,0.3356601697469215,midline,12950.0,BraTS20_Validation_060|slice_114|volume_118_slice_69.h5
4906,synthetic_004906,batch_0020,planned,,BraTS20_Validation_060,60,114,flair,10761.0,13168.0,2.0,138,67,volume_138_slice_67.h5,3453,3453.0,5607.0,1.0,1.0,0.391421200653849,0.4180840867258718,left,12950.0,BraTS20_Validation_060|slice_114|volume_138_slice_67.h5
4907,synthetic_004907,batch_0020,planned,,BraTS20_Validation_060,60,115,flair,10446.0,12394.0,1.0,147,102,volume_147_slice_102.h5,1841,1841.0,2565.0,2.0,0.9989136338946224,0.4565328557564903,0.6006695469762431,midline,12179.0,BraTS20_Validation_060|slice_115|volume_147_slice_102.h5
4908,synthetic_004908,batch_0020,planned,,BraTS20_Validation_060,60,115,flair,10446.0,12394.0,2.0,152,103,volume_152_slice_103.h5,4049,4049.0,7332.0,2.0,0.993825635959496,0.4277754412216044,0.4238021475419831,left,12179.0,BraTS20_Validation_060|slice_115|volume_152_slice_103.h5
4909,synthetic_004909,batch_0020,planned,,BraTS20_Validation_060,60,116,flair,10018.0,11314.0,2.0,118,65,volume_118_slice_65.h5,1155,1155.0,2772.0,1.0,1.0,0.4783314314695068,0.3331449582495607,midline,11107.0,BraTS20_Validation_060|slice_116|volume_118_slice_65.h5
4910,synthetic_004910,batch_0020,planned,,BraTS20_Validation_060,60,116,flair,10018.0,11314.0,1.0,169,53,volume_169_slice_53.h5,1909,1909.0,2714.0,1.0,1.0,0.6107537298548387,0.6481585793784561,right,11107.0,BraTS20_Validation_060|slice_116|volume_169_slice_53.h5
4911,synthetic_004911,batch_0020,planned,,BraTS20_Validation_060,60,117,flair,9576.0,10084.0,1.0,138,59,volume_138_slice_59.h5,1602,1602.0,3224.0,3.0,0.8913857677902621,0.4311373335631716,0.4271412826017687,left,9887.0,BraTS20_Validation_060|slice_117|volume_138_slice_59.h5
4912,synthetic_004912,batch_0020,planned,,BraTS20_Validation_060,60,117,flair,9576.0,10084.0,2.0,288,66,volume_288_slice_66.h5,1074,1074.0,2067.0,4.0,0.9972067039106144,0.5830469912655929,0.32288866552909,right,9887.0,BraTS20_Validation_060|slice_117|volume_288_slice_66.h5
4913,synthetic_004913,batch_0020,planned,,BraTS20_Validation_060,60,118,flair,9157.0,9055.0,2.0,165,86,volume_165_slice_86.h5,1544,1544.0,3655.0,2.0,0.991580310880829,0.6263251457931364,0.6220001300756607,right,8864.0,BraTS20_Validation_060|slice_118|volume_165_slice_86.h5
4914,synthetic_004914,batch_0020,planned,,BraTS20_Validation_060,60,118,flair,9157.0,9055.0,1.0,183,86,volume_183_slice_86.h5,2939,2939.0,5280.0,1.0,1.0,0.6170473263185469,0.3705171115328272,right,8864.0,BraTS20_Validation_060|slice_118|volume_183_slice_86.h5
4915,synthetic_004915,batch_0020,planned,,BraTS20_Validation_060,60,119,flair,8621.0,7811.0,1.0,146,81,volume_146_slice_81.h5,1954,1954.0,3869.0,1.0,1.0,0.528068161865158,0.3769865911787,midline,7634.0,BraTS20_Validation_060|slice_119|volume_146_slice_81.h5
4916,synthetic_004916,batch_0020,planned,,BraTS20_Validation_060,60,119,flair,8621.0,7811.0,2.0,147,95,volume_147_slice_95.h5,2208,2208.0,3283.0,1.0,1.0,0.4592675550300164,0.6034219422715421,midline,7634.0,BraTS20_Validation_060|slice_119|volume_147_slice_95.h5
4917,synthetic_004917,batch_0020,planned,,BraTS20_Validation_060,60,120,flair,8103.0,6679.0,1.0,311,119,volume_311_slice_119.h5,1143,1143.0,1734.0,2.0,0.9877515310586176,0.5472825311062058,0.6127455825344008,midline,6521.0,BraTS20_Validation_060|slice_120|volume_311_slice_119.h5
4918,synthetic_004918,batch_0020,planned,,BraTS20_Validation_060,60,120,flair,8103.0,6679.0,2.0,316,96,volume_316_slice_96.h5,5734,5734.0,9047.0,5.0,0.9972096267875828,0.4501001878248077,0.4478600084937092,midline,6521.0,BraTS20_Validation_060|slice_120|volume_316_slice_96.h5
4919,synthetic_004919,batch_0020,planned,,BraTS20_Validation_060,60,121,flair,7672.0,5781.0,1.0,111,72,volume_111_slice_72.h5,786,786.0,1833.0,1.0,1.0,0.568846018716663,0.3580173964887626,right,5635.0,BraTS20_Validation_060|slice_121|volume_111_slice_72.h5
4920,synthetic_004920,batch_0020,planned,,BraTS20_Validation_060,60,121,flair,7672.0,5781.0,2.0,292,51,volume_292_slice_51.h5,2690,2690.0,3848.0,1.0,1.0,0.5885162775505126,0.366057457497939,right,5635.0,BraTS20_Validation_060|slice_121|volume_292_slice_51.h5
4921,synthetic_004921,batch_0020,planned,,BraTS20_Validation_060,60,122,flair,7012.0,4468.0,1.0,154,117,volume_154_slice_117.h5,2032,2032.0,3321.0,3.0,0.9916338582677166,0.4614700359107831,0.4189989457384772,midline,4344.0,BraTS20_Validation_060|slice_122|volume_154_slice_117.h5
4922,synthetic_004922,batch_0020,planned,,BraTS20_Validation_060,60,122,flair,7012.0,4468.0,2.0,176,120,volume_176_slice_120.h5,2133,2133.0,2911.0,1.0,1.0,0.5396528353998827,0.4007928801636762,midline,4344.0,BraTS20_Validation_060|slice_122|volume_176_slice_120.h5
4923,synthetic_004923,batch_0020,planned,,BraTS20_Validation_060,60,123,flair,6303.0,3269.0,1.0,151,124,volume_151_slice_124.h5,480,480.0,705.0,1.0,1.0,0.39932880055788,0.5415010460251045,left,3158.0,BraTS20_Validation_060|slice_123|volume_151_slice_124.h5
4924,synthetic_004924,batch_0020,planned,,BraTS20_Validation_060,60,124,flair,5883.0,2730.0,1.0,138,56,volume_138_slice_56.h5,568,568.0,1248.0,2.0,0.8609154929577465,0.3993384996169485,0.4387780658848488,left,2633.0,BraTS20_Validation_060|slice_124|volume_138_slice_56.h5
4925,synthetic_004925,batch_0020,planned,,BraTS20_Validation_060,60,125,flair,5153.0,1925.0,1.0,235,119,volume_235_slice_119.h5,1318,1318.0,2714.0,6.0,0.791350531107739,0.4661589450225712,0.4287274366511958,midline,1842.0,BraTS20_Validation_060|slice_125|volume_235_slice_119.h5
4926,synthetic_004926,batch_0020,planned,,BraTS20_Validation_060,60,126,flair,4447.0,1327.0,1.0,188,93,volume_188_slice_93.h5,895,895.0,2407.0,5.0,0.888268156424581,0.5314695776162315,0.4062738131413478,midline,1261.0,BraTS20_Validation_060|slice_126|volume_188_slice_93.h5
4927,synthetic_004927,batch_0020,planned,,BraTS20_Validation_060,60,127,flair,3963.0,1052.0,1.0,171,66,volume_171_slice_66.h5,495,495.0,2500.0,6.0,0.5171717171717172,0.4649761210430666,0.4554752546384345,midline,997.0,BraTS20_Validation_060|slice_127|volume_171_slice_66.h5
4928,synthetic_004928,batch_0020,planned,,BraTS20_Validation_060,60,128,flair,3289.0,685.0,1.0,171,124,volume_171_slice_124.h5,1187,1187.0,1960.0,1.0,1.0,0.4776924351323438,0.4441526579788715,midline,643.0,BraTS20_Validation_060|slice_128|volume_171_slice_124.h5
4929,synthetic_004929,batch_0020,planned,,BraTS20_Validation_060,60,129,flair,2762.0,422.0,1.0,176,131,volume_176_slice_131.h5,853,853.0,1450.0,3.0,0.9906213364595544,0.5447571210642232,0.4204505878832769,midline,390.0,BraTS20_Validation_060|slice_129|volume_176_slice_131.h5
4930,synthetic_004930,batch_0020,planned,,BraTS20_Validation_060,60,130,flair,2350.0,258.0,1.0,180,108,volume_180_slice_108.h5,337,337.0,594.0,1.0,1.0,0.5735569819847783,0.4288392535664179,right,236.0,BraTS20_Validation_060|slice_130|volume_180_slice_108.h5
